log_id,hole_id,depth_from,depth_to,rock_code,description,created_at
6813,HS427C,195.0,196.0,5,CL,2025-10-31 15:06:18.529175
6814,HS427C,196.0,196.4,4,CBCL,2025-10-31 15:06:18.529191
6815,HS427C,196.4,197.2,5,CL,2025-10-31 15:06:18.529208
6816,HS427C,197.2,198.6,58,CLSI,2025-10-31 15:06:18.529224
6817,HS427C,198.6,199.0,5,CL,2025-10-31 15:06:18.529241
6818,HS427C,199.0,200.8,1,LI,2025-10-31 15:06:18.529257
6819,HS427C,200.8,201.8,1,LI,2025-10-31 15:06:18.529273
6820,HS427C,201.8,203.0,5,CL,2025-10-31 15:06:18.529289
6821,HS427C,203.0,204.05,1,LI,2025-10-31 15:06:18.529306
6822,HS427C,204.05,204.8,5,CL,2025-10-31 15:06:18.529323
6823,HS427C,204.8,206.45,1,LI,2025-10-31 15:06:18.529339
6824,HS427C,206.45,206.75,5,CL,2025-10-31 15:06:18.529355
6825,HS427C,206.75,207.25,1,LI,2025-10-31 15:06:18.529372
6826,HS427C,207.25,208.0,85,SICL,2025-10-31 15:06:18.529388
6827,HS427C,208.0,210.8,86,SISA,2025-10-31 15:06:18.529404
6828,HS427C,210.8,211.4,85,SICL,2025-10-31 15:06:18.529421
6829,HS427C,211.4,212.2,5,CL,2025-10-31 15:06:18.529438
6830,HS427C,212.2,214.2,1,LI,2025-10-31 15:06:18.529454
6831,HS427C,214.2,214.75,1,LI,2025-10-31 15:06:18.529470
6832,HS427C,214.75,215.8,56,CLSA,2025-10-31 15:06:18.529488
6833,HS427C,215.8,216.4,5,CL,2025-10-31 15:06:18.529504
6834,HS427C,216.4,218.4,2,CLLI,2025-10-31 15:06:18.529520
6835,HS427C,218.4,220.0,1,LI,2025-10-31 15:06:18.529536
6836,HS427C,220.0,220.4,4,CBCL,2025-10-31 15:06:18.529553
6837,HS427C,220.4,221.0,1,LI,2025-10-31 15:06:18.529569
6838,HS427C,221.0,222.0,4,CBCL,2025-10-31 15:06:18.529596
6839,HS427C,222.0,222.75,1,LI,2025-10-31 15:06:18.529613
6840,HS427C,222.75,223.2,1,LI,2025-10-31 15:06:18.529629
6841,HS427C,223.2,225.1,1,LI,2025-10-31 15:06:18.529646
6842,HS427C,225.1,225.4,2,CLLI,2025-10-31 15:06:18.529662
6843,HS427C,225.4,226.0,1,LI,2025-10-31 15:06:18.529679
6844,HS427C,226.0,226.4,81,ST,2025-10-31 15:06:18.529696
6845,HS427C,226.4,228.0,1,LI,2025-10-31 15:06:18.529712
6846,HS427C,228.0,230.0,1,LI,2025-10-31 15:06:18.529728
6847,HS427C,230.0,232.0,1,LI,2025-10-31 15:06:18.529745
6848,HS427C,232.0,234.0,1,LI,2025-10-31 15:06:18.529761
6849,HS427C,234.0,236.0,1,LI,2025-10-31 15:06:18.529778
6850,HS427C,236.0,236.55,1,LI,2025-10-31 15:06:18.529795
6851,HS427C,236.55,237.6,85,SICL,2025-10-31 15:06:18.529811
6852,HS427C,237.6,239.4,1,LI,2025-10-31 15:06:18.529827
6853,HS427C,239.4,240.75,1,LI,2025-10-31 15:06:18.529845
6854,HS427C,240.75,241.0,4,CBCL,2025-10-31 15:06:18.529861
6855,HS427C,241.0,243.0,1,LI,2025-10-31 15:06:18.529878
6856,HS427C,243.0,244.8,1,LI,2025-10-31 15:06:18.529894
6857,HS427C,244.8,245.9,1,LI,2025-10-31 15:06:18.529911
6858,HS427C,245.9,246.8,2,CLLI,2025-10-31 15:06:18.529927
6859,HS427C,246.8,248.5,1,LI,2025-10-31 15:06:18.529944
6860,HS427C,248.5,249.4,5,CL,2025-10-31 15:06:18.529960
6861,HS427C,249.4,250.95,1,LI,2025-10-31 15:06:18.529977
6862,HS427C,250.95,252.8,5,CL,2025-10-31 15:06:18.529993
6863,HS427C,252.8,255.6,5,CL,2025-10-31 15:06:18.530009
6864,HS427C,255.6,256.0,2,CLLI,2025-10-31 15:06:18.530026
6865,HS427C,256.0,257.0,1,LI,2025-10-31 15:06:18.530042
6866,HS427C,257.0,258.0,1,LI,2025-10-31 15:06:18.530058
6867,HS427C,258.0,258.25,4,CBCL,2025-10-31 15:06:18.530075
6868,HS427C,258.25,258.45,81,ST,2025-10-31 15:06:18.530092
6869,HS427C,258.45,260.0,1,LI,2025-10-31 15:06:18.530109
6870,HS427C,260.0,260.2,5,CL,2025-10-31 15:06:18.530125
6871,HS427C,260.2,260.8,1,LI,2025-10-31 15:06:18.530141
6872,HS427C,260.8,261.15,5,CL,2025-10-31 15:06:18.530158
6873,HS427C,261.15,261.35,3,LICL,2025-10-31 15:06:18.530174
6874,HS427C,261.35,261.6,5,CL,2025-10-31 15:06:18.530191
6875,HS427C,261.6,262.8,1,LI,2025-10-31 15:06:18.530207
6876,HS427C,262.8,263.8,5,CL,2025-10-31 15:06:18.530224
6877,HS427C,263.8,264.4,5,CL,2025-10-31 15:06:18.530240
6878,HS427C,264.4,266.2,58,CLSI,2025-10-31 15:06:18.530257
6879,HS427C,266.2,267.4,85,SICL,2025-10-31 15:06:18.530273
6880,HS427C,267.4,268.0,5,CL,2025-10-31 15:06:18.530290
6881,HS427C,740675.527,2180630.648,,,2025-10-31 15:06:18.525773
6882,HS427C,,,,,2025-10-31 15:06:18.525789
6883,HS429C,0.0,3.0,85,SICL,2025-10-31 15:06:18.530338
6884,HS429C,3.0,4.0,5,CL,2025-10-31 15:06:18.530354
6885,HS429C,4.0,5.0,85,SICL,2025-10-31 15:06:18.530371
6886,HS429C,5.0,6.0,6,SA,2025-10-31 15:06:18.530387
6887,HS429C,6.0,8.4,6,SA,2025-10-31 15:06:18.530403
6888,HS429C,8.4,13.3,56,CLSA,2025-10-31 15:06:18.530421
6889,HS429C,13.3,14.5,85,SICL,2025-10-31 15:06:18.530437
6890,HS429C,14.5,15.0,5,CL,2025-10-31 15:06:18.530453
6891,HS429C,15.0,16.0,65,SACL,2025-10-31 15:06:18.530470
6892,HS429C,16.0,18.6,5,CL,2025-10-31 15:06:18.530486
6893,HS429C,18.6,21.3,5,CL,2025-10-31 15:06:18.530502
6894,HS429C,21.3,21.9,65,SACL,2025-10-31 15:06:18.530518
6895,HS429C,21.9,22.6,5,CL,2025-10-31 15:06:18.530535
6896,HS429C,22.6,23.0,85,SICL,2025-10-31 15:06:18.530551
6897,HS429C,23.0,26.0,56,CLSA,2025-10-31 15:06:18.530568
6898,HS429C,26.0,26.6,5,CL,2025-10-31 15:06:18.530584
6899,HS429C,26.6,29.0,56,CLSA,2025-10-31 15:06:18.530600
6900,HS429C,29.0,30.0,85,SICL,2025-10-31 15:06:18.530617
6901,HS429C,30.0,31.6,5,CL,2025-10-31 15:06:18.530633
6902,HS429C,31.6,32.0,65,SACL,2025-10-31 15:06:18.530649
6903,HS429C,32.0,33.0,65,SACL,2025-10-31 15:06:18.530666
6904,HS429C,33.0,33.5,65,SACL,2025-10-31 15:06:18.530682
6905,HS429C,33.5,35.0,65,SACL,2025-10-31 15:06:18.530698
6906,HS429C,35.0,35.8,5,CL,2025-10-31 15:06:18.530715
6907,HS429C,35.8,36.6,56,CLSA,2025-10-31 15:06:18.530732
6908,HS429C,36.6,38.2,5,CL,2025-10-31 15:06:18.530749
6909,HS429C,38.2,39.0,85,SICL,2025-10-31 15:06:18.530765
6910,HS429C,39.0,41.4,5,CL,2025-10-31 15:06:18.530782
6911,HS429C,41.4,42.2,65,SACL,2025-10-31 15:06:18.530798
6912,HS429C,42.2,42.8,5,CL,2025-10-31 15:06:18.530814
6913,HS429C,42.8,45.4,6,SA,2025-10-31 15:06:18.530831
6914,HS429C,45.4,47.6,65,SACL,2025-10-31 15:06:18.530847
6915,HS429C,47.6,49.0,65,SACL,2025-10-31 15:06:18.530864
6916,HS429C,49.0,53.2,56,CLSA,2025-10-31 15:06:18.530880
6917,HS429C,53.2,54.5,56,CLSA,2025-10-31 15:06:18.530898
6918,HS429C,54.5,55.0,56,CLSA,2025-10-31 15:06:18.530914
6919,HS429C,55.0,57.0,65,SACL,2025-10-31 15:06:18.530931
6920,HS429C,57.0,59.6,56,CLSA,2025-10-31 15:06:18.530948
6921,HS429C,59.6,60.0,56,CLSA,2025-10-31 15:06:18.530964
6922,HS429C,60.0,60.4,56,CLSA,2025-10-31 15:06:18.530984
6923,HS429C,60.4,60.8,85,SICL,2025-10-31 15:06:18.531001
6924,HS429C,60.8,61.8,6,SA,2025-10-31 15:06:18.531017
6925,HS429C,61.8,65.0,5,CL,2025-10-31 15:06:18.531034
6926,HS429C,65.0,66.2,5,CL,2025-10-31 15:06:18.531050
6927,HS429C,66.2,68.9,86,SISA,2025-10-31 15:06:18.531068
6928,HS429C,68.9,70.0,6,SA,2025-10-31 15:06:18.531085
6929,HS429C,70.0,72.0,85,SICL,2025-10-31 15:06:18.531101
6930,HS429C,72.0,73.4,6,SA,2025-10-31 15:06:18.531117
6931,HS429C,73.4,74.4,65,SACL,2025-10-31 15:06:18.531134
6932,HS429C,74.4,75.2,85,SICL,2025-10-31 15:06:18.531150
6933,HS429C,75.2,78.2,5,CL,2025-10-31 15:06:18.531167
6934,HS429C,78.2,78.4,56,CLSA,2025-10-31 15:06:18.531183
6935,HS429C,78.4,79.0,6,SA,2025-10-31 15:06:18.531203
6936,HS429C,79.0,79.4,65,SACL,2025-10-31 15:06:18.531225
6937,HS429C,79.4,80.6,5,CL,2025-10-31 15:06:18.531241
6938,HS429C,80.6,82.8,85,SICL,2025-10-31 15:06:18.531258
6939,HS429C,82.8,85.0,5,CL,2025-10-31 15:06:18.531274
6940,HS429C,85.0,86.4,56,CLSA,2025-10-31 15:06:18.531291
6941,HS429C,86.4,88.0,5,CL,2025-10-31 15:06:18.531307
6942,HS429C,88.0,89.9,5,CL,2025-10-31 15:06:18.531324
6943,HS429C,89.9,90.9,58,CLSI,2025-10-31 15:06:18.531340
6944,HS429C,90.9,91.9,5,CL,2025-10-31 15:06:18.531356
6945,HS429C,91.9,92.6,85,SICL,2025-10-31 15:06:18.531373
6946,HS429C,92.6,93.7,56,CLSA,2025-10-31 15:06:18.531390
6947,HS429C,93.7,96.0,85,SICL,2025-10-31 15:06:18.531406
6948,HS429C,96.0,97.2,5,CL,2025-10-31 15:06:18.531422
6949,HS429C,97.2,97.8,65,SACL,2025-10-31 15:06:18.531439
6950,HS429C,97.8,99.0,85,SICL,2025-10-31 15:06:18.531455
6951,HS429C,99.0,100.0,5,CL,2025-10-31 15:06:18.531472
6952,HS429C,100.0,101.6,5,CL,2025-10-31 15:06:18.531499
6953,HS429C,101.6,102.3,5,CL,2025-10-31 15:06:18.531515
6954,HS429C,102.3,103.8,56,CLSA,2025-10-31 15:06:18.531532
6955,HS429C,103.8,104.5,5,CL,2025-10-31 15:06:18.531548
6956,HS429C,104.5,105.2,85,SICL,2025-10-31 15:06:18.531564
6957,HS429C,105.2,107.4,5,CL,2025-10-31 15:06:18.531581
6958,HS429C,107.4,107.9,56,CLSA,2025-10-31 15:06:18.531597
6959,HS429C,107.9,110.0,6,SA,2025-10-31 15:06:18.531614
6960,HS429C,110.0,112.5,5,CL,2025-10-31 15:06:18.531630
6961,HS429C,112.5,114.0,5,CL,2025-10-31 15:06:18.531646
6962,HS429C,114.0,115.0,65,SACL,2025-10-31 15:06:18.531663
6963,HS429C,115.0,116.2,85,SICL,2025-10-31 15:06:18.531679
6964,HS429C,116.2,116.5,56,CLSA,2025-10-31 15:06:18.531696
6965,HS429C,116.5,118.0,65,SACL,2025-10-31 15:06:18.531712
6966,HS429C,118.0,119.2,56,CLSA,2025-10-31 15:06:18.531730
6967,HS429C,119.2,119.4,5,CL,2025-10-31 15:06:18.531747
6968,HS429C,119.4,121.4,85,SICL,2025-10-31 15:06:18.531763
6969,HS429C,121.4,122.2,5,CL,2025-10-31 15:06:18.531780
6970,HS429C,122.2,122.6,56,CLSA,2025-10-31 15:06:18.531796
6971,HS429C,122.6,123.0,85,SICL,2025-10-31 15:06:18.531853
6972,HS429C,123.0,124.8,5,CL,2025-10-31 15:06:18.531870
6973,HS429C,124.8,125.1,5,CL,2025-10-31 15:06:18.531886
6974,HS429C,125.1,125.6,6,SA,2025-10-31 15:06:18.531903
6975,HS429C,125.6,127.6,6,SA,2025-10-31 15:06:18.531919
6976,HS429C,127.6,128.6,5,CL,2025-10-31 15:06:18.531936
6977,HS429C,128.6,129.7,1,LI,2025-10-31 15:06:18.531952
6978,HS429C,129.7,129.8,4,CBCL,2025-10-31 15:06:18.531968
6979,HS429C,129.8,130.6,5,CL,2025-10-31 15:06:18.531985
6980,HS429C,130.6,131.0,1,LI,2025-10-31 15:06:18.532002
6981,HS429C,131.0,131.4,4,CBCL,2025-10-31 15:06:18.532019
6982,HS429C,131.4,131.9,5,CL,2025-10-31 15:06:18.532035
6983,HS429C,131.9,132.9,5,CL,2025-10-31 15:06:18.532051
6984,HS429C,132.9,133.1,5,CL,2025-10-31 15:06:18.532068
6985,HS429C,133.1,133.3,2,CLLI,2025-10-31 15:06:18.532085
6986,HS429C,133.3,134.0,65,SACL,2025-10-31 15:06:18.532101
6987,HS429C,134.0,134.8,4,CBCL,2025-10-31 15:06:18.532118
6988,HS429C,134.8,135.1,5,CL,2025-10-31 15:06:18.532134
6989,HS429C,135.1,136.0,4,CBCL,2025-10-31 15:06:18.532151
6990,HS429C,136.0,136.8,6,SA,2025-10-31 15:06:18.532167
6991,HS429C,136.8,137.9,5,CL,2025-10-31 15:06:18.532183
6992,HS429C,137.9,138.4,4,CBCL,2025-10-31 15:06:18.532200
6993,HS429C,138.4,139.2,5,CL,2025-10-31 15:06:18.532216
6994,HS429C,139.2,139.8,85,SICL,2025-10-31 15:06:18.532233
6995,HS429C,139.8,140.0,81,ST,2025-10-31 15:06:18.532249
6996,HS429C,140.0,141.4,85,SICL,2025-10-31 15:06:18.532265
6997,HS429C,141.4,141.8,81,ST,2025-10-31 15:06:18.532282
6998,HS429C,141.8,144.2,5,CL,2025-10-31 15:06:18.532298
6999,HS429C,144.2,145.0,65,SACL,2025-10-31 15:06:18.532315
7000,HS429C,145.0,146.8,5,CL,2025-10-31 15:06:18.532331
7001,HS429C,146.8,147.2,6,SA,2025-10-31 15:06:18.532347
7002,HS429C,147.2,147.6,65,SACL,2025-10-31 15:06:18.532364
7003,HS429C,147.6,148.4,5,CL,2025-10-31 15:06:18.532381
7004,HS429C,148.4,148.8,85,SICL,2025-10-31 15:06:18.532397
7005,HS429C,148.8,149.5,5,CL,2025-10-31 15:06:18.532420
7006,HS429C,149.5,149.8,85,SICL,2025-10-31 15:06:18.532436
7007,HS429C,149.8,150.6,5,CL,2025-10-31 15:06:18.532453
7008,HS429C,150.6,151.3,5,CL,2025-10-31 15:06:18.532469
7009,HS429C,151.3,152.3,85,SICL,2025-10-31 15:06:18.532486
7010,HS429C,152.3,152.65,8,SI,2025-10-31 15:06:18.532502
7011,HS429C,152.65,153.0,8,SI,2025-10-31 15:06:18.532519
7012,HS429C,153.0,153.9,5,CL,2025-10-31 15:06:18.532535
7013,HS429C,153.9,155.1,85,SICL,2025-10-31 15:06:18.532551
7014,HS429C,155.1,156.2,5,CL,2025-10-31 15:06:18.532568
7015,HS429C,156.2,159.7,85,SICL,2025-10-31 15:06:18.532584
7016,HS429C,159.7,160.2,6,SA,2025-10-31 15:06:18.532600
7017,HS429C,160.2,162.5,85,SICL,2025-10-31 15:06:18.532617
7018,HS429C,162.5,163.2,5,CL,2025-10-31 15:06:18.532633
7019,HS429C,163.2,164.0,85,SICL,2025-10-31 15:06:18.532650
7020,HS429C,164.0,164.6,6,SA,2025-10-31 15:06:18.532666
7021,HS429C,164.6,165.0,5,CL,2025-10-31 15:06:18.532682
7022,HS429C,165.0,165.2,85,SICL,2025-10-31 15:06:18.532699
7023,HS429C,165.2,165.8,4,CBCL,2025-10-31 15:06:18.532715
7024,HS429C,165.8,166.2,5,CL,2025-10-31 15:06:18.532732
7025,HS429C,166.2,166.4,65,SACL,2025-10-31 15:06:18.532749
7026,HS429C,166.4,169.3,5,CL,2025-10-31 15:06:18.532765
7027,HS429C,169.3,169.55,85,SICL,2025-10-31 15:06:18.532782
7028,HS429C,169.55,169.75,6,SA,2025-10-31 15:06:18.532798
7029,HS429C,169.75,171.8,85,SICL,2025-10-31 15:06:18.532814
7030,HS429C,171.8,172.4,58,CLSI,2025-10-31 15:06:18.532831
7031,HS429C,172.4,174.4,5,CL,2025-10-31 15:06:18.532847
7032,HS429C,174.4,175.0,5,CL,2025-10-31 15:06:18.532864
7033,HS429C,175.0,175.4,5,CL,2025-10-31 15:06:18.532880
7034,HS429C,175.4,176.2,85,SICL,2025-10-31 15:06:18.532897
7035,HS429C,176.2,177.0,61,SS,2025-10-31 15:06:18.532913
7036,HS429C,177.0,177.6,56,CLSA,2025-10-31 15:06:18.532930
7037,HS429C,177.6,178.6,5,CL,2025-10-31 15:06:18.532946
7038,HS429C,178.6,180.4,5,CL,2025-10-31 15:06:18.532962
7039,HS429C,180.4,180.8,81,ST,2025-10-31 15:06:18.532979
7040,HS429C,180.8,181.3,56,CLSA,2025-10-31 15:06:18.532995
7041,HS429C,181.3,182.3,5,CL,2025-10-31 15:06:18.533012
7042,HS429C,182.3,182.6,4,CBCL,2025-10-31 15:06:18.533028
7043,HS429C,182.6,183.3,65,SACL,2025-10-31 15:06:18.533044
7044,HS429C,183.3,184.6,6,SA,2025-10-31 15:06:18.533062
7045,HS429C,184.6,184.8,6,SA,2025-10-31 15:06:18.533079
7046,HS429C,184.8,185.0,85,SICL,2025-10-31 15:06:18.533095
7047,HS429C,185.0,185.15,1,LI,2025-10-31 15:06:18.533112
7048,HS429C,185.15,186.2,5,CL,2025-10-31 15:06:18.533128
7049,HS429C,186.2,187.0,5,CL,2025-10-31 15:06:18.533144
7050,HS429C,187.0,187.25,3,LICL,2025-10-31 15:06:18.533161
7051,HS429C,187.25,188.75,5,CL,2025-10-31 15:06:18.533177
7052,HS429C,188.75,189.0,2,CLLI,2025-10-31 15:06:18.533194
7053,HS429C,189.0,190.0,5,CL,2025-10-31 15:06:18.533210
7054,HS429C,190.0,190.5,85,SICL,2025-10-31 15:06:18.533226
7055,HS429C,190.5,191.4,5,CL,2025-10-31 15:06:18.533252
7056,HS429C,191.4,192.6,85,SICL,2025-10-31 15:06:18.533269
7057,HS429C,192.6,194.4,65,SACL,2025-10-31 15:06:18.533285
7058,HS429C,194.4,195.4,65,SACL,2025-10-31 15:06:18.533302
7059,HS429C,195.4,196.4,5,CL,2025-10-31 15:06:18.533318
7060,HS429C,196.4,197.6,85,SICL,2025-10-31 15:06:18.533335
7061,HS429C,197.6,198.0,6,SA,2025-10-31 15:06:18.533351
7062,HS429C,198.0,198.6,85,SICL,2025-10-31 15:06:18.533378
7063,HS429C,198.6,199.2,5,CL,2025-10-31 15:06:18.533396
7064,HS429C,199.2,200.6,1,LI,2025-10-31 15:06:18.533412
7065,HS429C,200.6,200.8,1,LI,2025-10-31 15:06:18.533429
7066,HS429C,200.8,202.2,1,LI,2025-10-31 15:06:18.533445
7067,HS429C,202.2,202.8,4,CBCL,2025-10-31 15:06:18.533461
7068,HS429C,202.8,203.2,5,CL,2025-10-31 15:06:18.533478
7069,HS429C,203.2,203.7,4,CBCL,2025-10-31 15:06:18.533494
7070,HS429C,203.7,205.0,1,LI,2025-10-31 15:06:18.533511
7071,HS429C,205.0,206.1,2,CLLI,2025-10-31 15:06:18.533527
7072,HS429C,206.1,206.6,5,CL,2025-10-31 15:06:18.533543
7073,HS429C,206.6,208.6,1,LI,2025-10-31 15:06:18.533560
7074,HS429C,208.6,208.75,1,LI,2025-10-31 15:06:18.533576
7075,HS429C,208.75,210.5,1,LI,2025-10-31 15:06:18.533593
7076,HS429C,210.5,210.7,5,CL,2025-10-31 15:06:18.533609
7077,HS429C,210.7,212.6,1,LI,2025-10-31 15:06:18.533626
7078,HS429C,212.6,213.8,1,LI,2025-10-31 15:06:18.533642
7079,HS429C,213.8,214.4,5,CL,2025-10-31 15:06:18.533658
7080,HS429C,214.4,214.8,1,LI,2025-10-31 15:06:18.533675
7081,HS429C,214.8,216.2,5,CL,2025-10-31 15:06:18.533691
7082,HS429C,216.2,217.2,5,CL,2025-10-31 15:06:18.533707
7083,HS429C,217.2,217.7,4,CBCL,2025-10-31 15:06:18.533725
7084,HS429C,217.7,219.2,1,LI,2025-10-31 15:06:18.533741
7085,HS429C,219.2,220.2,1,LI,2025-10-31 15:06:18.533758
7086,HS429C,220.2,220.7,1,LI,2025-10-31 15:06:18.533774
7087,HS429C,220.7,222.2,4,CBCL,2025-10-31 15:06:18.533791
7088,HS429C,222.2,223.1,1,LI,2025-10-31 15:06:18.533808
7089,HS429C,223.1,223.9,58,CLSI,2025-10-31 15:06:18.533824
7090,HS429C,223.9,224.75,3,LICL,2025-10-31 15:06:18.533841
7091,HS429C,224.75,225.4,85,SICL,2025-10-31 15:06:18.533857
7092,HS429C,225.4,225.6,5,CL,2025-10-31 15:06:18.533874
7093,HS429C,225.6,226.4,1,LI,2025-10-31 15:06:18.533890
7094,HS429C,226.4,226.8,5,CL,2025-10-31 15:06:18.533907
7095,HS429C,226.8,227.4,2,CLLI,2025-10-31 15:06:18.533923
7096,HS429C,227.4,227.8,5,CL,2025-10-31 15:06:18.533939
7097,HS429C,227.8,228.25,2,CLLI,2025-10-31 15:06:18.533956
7098,HS429C,228.25,228.6,5,CL,2025-10-31 15:06:18.533972
7099,HS429C,228.6,229.2,3,LICL,2025-10-31 15:06:18.533990
7100,HS429C,229.2,229.85,1,LI,2025-10-31 15:06:18.534007
7101,HS429C,229.85,232.5,5,CL,2025-10-31 15:06:18.534023
7102,HS429C,232.5,232.9,4,CBCL,2025-10-31 15:06:18.534040
7103,HS429C,232.9,235.2,85,SICL,2025-10-31 15:06:18.534057
7104,HS429C,235.2,236.0,81,ST,2025-10-31 15:06:18.534073
7105,HS429C,236.0,236.4,81,ST,2025-10-31 15:06:18.534090
7106,HS429C,236.4,236.95,5,CL,2025-10-31 15:06:18.534106
7107,HS429C,236.95,237.3,1,LI,2025-10-31 15:06:18.534122
7108,HS429C,237.3,237.6,5,CL,2025-10-31 15:06:18.534139
7109,HS429C,237.6,238.15,5,CL,2025-10-31 15:06:18.534156
7110,HS429C,238.15,239.4,3,LICL,2025-10-31 15:06:18.534172
7111,HS429C,239.4,241.6,5,CL,2025-10-31 15:06:18.534189
7112,HS429C,241.6,242.5,1,LI,2025-10-31 15:06:18.534205
7113,HS429C,242.5,243.4,5,CL,2025-10-31 15:06:18.534222
7114,HS429C,243.4,244.35,1,LI,2025-10-31 15:06:18.534238
7115,HS429C,244.35,244.8,5,CL,2025-10-31 15:06:18.534254
7116,HS429C,244.8,246.6,58,CLSI,2025-10-31 15:06:18.534271
7117,HS429C,246.6,249.6,85,SICL,2025-10-31 15:06:18.534287
7118,HS429C,249.6,249.95,5,CL,2025-10-31 15:06:18.534303
7119,HS429C,249.95,250.1,4,CBCL,2025-10-31 15:06:18.534320
7120,HS429C,250.1,251.4,5,CL,2025-10-31 15:06:18.534336
7121,HS429C,251.4,251.85,1,LI,2025-10-31 15:06:18.534352
7122,HS429C,251.85,252.4,5,CL,2025-10-31 15:06:18.534371
7123,HS429C,252.4,252.6,2,CLLI,2025-10-31 15:06:18.534387
7124,HS429C,252.6,253.4,8,SI,2025-10-31 15:06:18.534404
7125,HS429C,253.4,254.8,85,SICL,2025-10-31 15:06:18.534420
7126,HS429C,254.8,255.3,1,LI,2025-10-31 15:06:18.534437
7127,HS429C,255.3,255.8,2,CLLI,2025-10-31 15:06:18.534453
7128,HS429C,255.8,256.3,4,CBCL,2025-10-31 15:06:18.534469
7129,HS429C,256.3,256.7,1,LI,2025-10-31 15:06:18.534485
7130,HS429C,256.7,257.6,5,CL,2025-10-31 15:06:18.534502
7131,HS429C,257.6,258.0,2,CLLI,2025-10-31 15:06:18.534518
7132,HS429C,258.0,258.2,5,CL,2025-10-31 15:06:18.534535
7133,HS429C,258.2,258.45,1,LI,2025-10-31 15:06:18.534551
7134,HS429C,258.45,259.0,85,SICL,2025-10-31 15:06:18.534567
7135,HS429C,259.0,259.4,2,CLLI,2025-10-31 15:06:18.534584
7136,HS429C,259.4,260.1,5,CL,2025-10-31 15:06:18.534600
7137,HS429C,260.1,260.8,5,CL,2025-10-31 15:06:18.534616
7138,HS429C,260.8,261.6,3,LICL,2025-10-31 15:06:18.534633
7139,HS429C,261.6,262.6,86,SISA,2025-10-31 15:06:18.534649
7140,HS429C,262.6,263.15,1,LI,2025-10-31 15:06:18.534665
7141,HS429C,263.15,263.4,5,CL,2025-10-31 15:06:18.534683
7142,HS429C,263.4,263.8,3,LICL,2025-10-31 15:06:18.534699
7143,HS429C,263.8,264.1,5,CL,2025-10-31 15:06:18.534715
7144,HS429C,264.1,265.0,4,CBCL,2025-10-31 15:06:18.534732
7145,HS429C,265.0,265.7,5,CL,2025-10-31 15:06:18.534748
7146,HS429C,265.7,267.6,1,LI,2025-10-31 15:06:18.534764
7147,HS429C,267.6,267.85,1,LI,2025-10-31 15:06:18.534781
7148,HS429C,267.85,268.1,1,LI,2025-10-31 15:06:18.534797
7149,HS429C,268.1,268.4,5,CL,2025-10-31 15:06:18.534814
7150,HS429C,268.4,269.75,1,LI,2025-10-31 15:06:18.534830
7151,HS429C,269.75,270.0,5,CL,2025-10-31 15:06:18.534846
7152,HS429C,270.0,270.25,1,LI,2025-10-31 15:06:18.534863
7153,HS429C,270.25,270.6,5,CL,2025-10-31 15:06:18.534879
7154,HS429C,270.6,270.85,1,LI,2025-10-31 15:06:18.534895
7155,HS429C,270.85,271.25,5,CL,2025-10-31 15:06:18.534911
7156,HS429C,271.25,271.8,1,LI,2025-10-31 15:06:18.534928
7157,HS429C,271.8,272.05,5,CL,2025-10-31 15:06:18.534944
7158,HS429C,272.05,272.4,1,LI,2025-10-31 15:06:18.534960
7159,HS429C,272.4,275.0,85,SICL,2025-10-31 15:06:18.534980
7160,HS429C,275.0,276.4,65,SACL,2025-10-31 15:06:18.534997
7161,HS429C,276.4,276.8,61,SS,2025-10-31 15:06:18.535025
7162,HS429C,276.8,279.6,5,CL,2025-10-31 15:06:18.535041
7163,HS429C,279.6,280.2,85,SICL,2025-10-31 15:06:18.535058
7164,HS429C,280.2,281.7,85,SICL,2025-10-31 15:06:18.535074
7165,HS429C,281.7,284.8,85,SICL,2025-10-31 15:06:18.535091
7166,HS429C,284.8,285.4,65,SACL,2025-10-31 15:06:18.535107
7167,HS429C,285.4,287.0,85,SICL,2025-10-31 15:06:18.535124
7168,HS429C,287.0,288.0,58,CLSI,2025-10-31 15:06:18.535140
7169,HS429C,288.0,290.0,85,SICL,2025-10-31 15:06:18.535157
7170,HS429C,740732.456,2180472.519,,,2025-10-31 15:06:18.530306
7171,HS429C,,,,,2025-10-31 15:06:18.530322
7172,HS433C,0.0,3.7,9,SO,2025-10-31 15:06:18.535215
7173,HS433C,3.7,4.4,9,SO,2025-10-31 15:06:18.535232
7174,HS433C,4.4,8.3,9,SO,2025-10-31 15:06:18.535249
7175,HS433C,8.3,9.0,8,SI,2025-10-31 15:06:18.535266
7176,HS433C,9.0,10.0,3,LICL,2025-10-31 15:06:18.535282
7177,HS433C,10.0,10.3,5,CL,2025-10-31 15:06:18.535299
7178,HS433C,10.3,11.7,3,LICL,2025-10-31 15:06:18.535316
7179,HS433C,11.7,12.1,5,CL,2025-10-31 15:06:18.535333
7180,HS433C,12.1,13.0,3,LICL,2025-10-31 15:06:18.535350
7181,HS433C,13.0,14.4,85,SICL,2025-10-31 15:06:18.535372
7182,HS433C,14.4,14.8,4,CBCL,2025-10-31 15:06:18.535389
7183,HS433C,14.8,17.4,85,SICL,2025-10-31 15:06:18.535406
7184,HS433C,17.4,17.8,4,CBCL,2025-10-31 15:06:18.535422
