log_id,hole_id,depth_from,depth_to,rock_code,description,created_at
1,BC01C,0.0,0.85,5,CL,2025-10-31 15:06:18.463867
2,BC01C,0.85,1.85,5,CL,2025-10-31 15:06:18.463889
3,BC01C,1.85,2.85,5,CL,2025-10-31 15:06:18.463909
4,BC01C,2.85,3.55,5,CL,2025-10-31 15:06:18.463929
5,BC01C,3.55,3.85,5,CL,2025-10-31 15:06:18.463948
6,BC01C,3.85,4.2,3,LICL,2025-10-31 15:06:18.463966
7,BC01C,4.2,4.45,5,CL,2025-10-31 15:06:18.463984
8,BC01C,4.45,4.7,4,CBCL,2025-10-31 15:06:18.464002
9,BC01C,4.7,4.95,4,CBCL,2025-10-31 15:06:18.464020
10,BC01C,4.95,5.1,4,CBCL,2025-10-31 15:06:18.464038
11,BC01C,5.1,5.4,3,LICL,2025-10-31 15:06:18.464056
12,BC01C,5.4,5.7,5,CL,2025-10-31 15:06:18.464074
13,BC01C,5.7,6.0,5,CL,2025-10-31 15:06:18.464092
14,BC01C,6.0,6.4,4,CBCL,2025-10-31 15:06:18.464110
15,BC01C,6.4,6.7,4,CBCL,2025-10-31 15:06:18.464127
16,BC01C,6.7,7.1,2,CLLI,2025-10-31 15:06:18.464146
17,BC01C,7.1,7.4,4,CBCL,2025-10-31 15:06:18.464165
18,BC01C,7.4,7.45,4,CBCL,2025-10-31 15:06:18.464183
19,BC01C,7.45,8.2,5,CL,2025-10-31 15:06:18.464200
20,BC01C,8.2,8.65,4,CBCL,2025-10-31 15:06:18.464218
21,BC01C,8.65,8.9,5,CL,2025-10-31 15:06:18.464235
22,BC01C,8.9,9.25,4,CBCL,2025-10-31 15:06:18.464252
23,BC01C,9.25,9.5,4,CBCL,2025-10-31 15:06:18.464270
24,BC01C,9.5,10.2,1,LI,2025-10-31 15:06:18.464288
25,BC01C,10.2,10.5,5,CL,2025-10-31 15:06:18.464306
26,BC01C,10.5,10.6,5,CL,2025-10-31 15:06:18.464323
27,BC01C,10.6,10.9,4,CBCL,2025-10-31 15:06:18.464340
28,BC01C,10.9,11.2,5,CL,2025-10-31 15:06:18.464357
29,BC01C,11.2,11.5,5,CL,2025-10-31 15:06:18.464374
30,BC01C,11.5,12.2,5,CL,2025-10-31 15:06:18.464391
31,BC01C,12.2,12.6,65,SACL,2025-10-31 15:06:18.464408
32,BC01C,12.6,13.7,5,CL,2025-10-31 15:06:18.464425
33,BC01C,13.7,14.6,65,SACL,2025-10-31 15:06:18.464443
34,BC01C,14.6,16.9,5,CL,2025-10-31 15:06:18.464460
35,BC01C,16.9,17.7,4,CBCL,2025-10-31 15:06:18.464477
36,BC01C,17.7,18.0,5,CL,2025-10-31 15:06:18.464494
37,BC01C,18.0,18.3,5,CL,2025-10-31 15:06:18.464511
38,BC01C,18.3,18.6,4,CBCL,2025-10-31 15:06:18.464529
39,BC01C,18.6,19.45,1,LI,2025-10-31 15:06:18.464546
40,BC01C,19.45,19.9,4,CBCL,2025-10-31 15:06:18.464563
41,BC01C,19.9,20.2,3,LICL,2025-10-31 15:06:18.464580
42,BC01C,20.2,20.8,4,CBCL,2025-10-31 15:06:18.464597
43,BC01C,20.8,21.5,1,LI,2025-10-31 15:06:18.464614
44,BC01C,21.5,21.7,4,CBCL,2025-10-31 15:06:18.464631
45,BC01C,21.7,22.3,3,LICL,2025-10-31 15:06:18.464648
46,BC01C,22.3,22.9,4,CBCL,2025-10-31 15:06:18.464665
47,BC01C,22.9,23.15,3,LICL,2025-10-31 15:06:18.464683
48,BC01C,23.15,23.4,3,LICL,2025-10-31 15:06:18.464700
49,BC01C,23.4,24.4,3,LICL,2025-10-31 15:06:18.464717
50,BC01C,24.4,25.1,5,CL,2025-10-31 15:06:18.464734
51,BC01C,25.1,25.8,4,CBCL,2025-10-31 15:06:18.464752
52,BC01C,25.8,26.35,4,CBCL,2025-10-31 15:06:18.464771
53,BC01C,26.35,26.6,2,CLLI,2025-10-31 15:06:18.464788
54,BC01C,26.6,27.3,4,CBCL,2025-10-31 15:06:18.464805
55,BC01C,27.3,28.0,1,LI,2025-10-31 15:06:18.464835
56,BC01C,28.0,29.0,1,LI,2025-10-31 15:06:18.464852
57,BC01C,29.0,29.6,1,LI,2025-10-31 15:06:18.464868
58,BC01C,29.6,31.0,1,LI,2025-10-31 15:06:18.464885
59,BC01C,31.0,31.3,1,LI,2025-10-31 15:06:18.464901
60,BC01C,31.3,31.7,5,CL,2025-10-31 15:06:18.464918
61,BC01C,31.7,31.9,1,LI,2025-10-31 15:06:18.464934
62,BC01C,31.9,33.45,1,LI,2025-10-31 15:06:18.464951
63,BC01C,33.45,33.7,1,LI,2025-10-31 15:06:18.464967
64,BC01C,33.7,34.0,4,CBCL,2025-10-31 15:06:18.464984
65,BC01C,34.0,34.3,1,LI,2025-10-31 15:06:18.465001
66,BC01C,34.3,35.4,1,LI,2025-10-31 15:06:18.465017
67,BC01C,35.4,35.8,1,LI,2025-10-31 15:06:18.465034
68,BC01C,35.8,36.2,1,LI,2025-10-31 15:06:18.465050
69,BC01C,36.2,36.5,1,LI,2025-10-31 15:06:18.465067
70,BC01C,36.5,36.9,1,LI,2025-10-31 15:06:18.465083
71,BC01C,36.9,37.2,5,CL,2025-10-31 15:06:18.465100
72,BC01C,37.2,37.3,5,CL,2025-10-31 15:06:18.465116
73,BC01C,37.3,38.0,5,CL,2025-10-31 15:06:18.465133
74,BC01C,38.0,39.85,65,SACL,2025-10-31 15:06:18.465150
75,BC01C,39.85,40.9,5,CL,2025-10-31 15:06:18.465166
76,BC01C,40.9,44.9,65,SACL,2025-10-31 15:06:18.465184
77,BC01C,44.9,47.1,65,SACL,2025-10-31 15:06:18.465200
78,BC01C,47.1,48.0,5,CL,2025-10-31 15:06:18.465216
79,BC01C,48.0,48.9,4,CBCL,2025-10-31 15:06:18.465233
80,BC01C,48.9,49.1,5,CL,2025-10-31 15:06:18.465249
81,BC01C,49.1,49.4,5,CL,2025-10-31 15:06:18.465265
82,BC01C,49.4,50.1,1,LI,2025-10-31 15:06:18.465282
83,BC01C,50.1,50.7,1,LI,2025-10-31 15:06:18.465298
84,BC01C,50.7,51.0,1,LI,2025-10-31 15:06:18.465314
85,BC01C,51.0,51.4,1,LI,2025-10-31 15:06:18.465331
86,BC01C,51.4,52.0,1,LI,2025-10-31 15:06:18.465347
87,BC01C,52.0,52.45,1,LI,2025-10-31 15:06:18.465363
88,BC01C,52.45,52.7,3,LICL,2025-10-31 15:06:18.465380
89,BC01C,52.7,52.95,3,LICL,2025-10-31 15:06:18.465396
90,BC01C,52.95,53.2,3,LICL,2025-10-31 15:06:18.465412
91,BC01C,53.2,53.5,1,LI,2025-10-31 15:06:18.465429
92,BC01C,53.5,53.8,1,LI,2025-10-31 15:06:18.465446
93,BC01C,53.8,54.2,1,LI,2025-10-31 15:06:18.465462
94,BC01C,54.2,55.55,1,LI,2025-10-31 15:06:18.465478
95,BC01C,55.55,55.8,1,LI,2025-10-31 15:06:18.465495
96,BC01C,55.8,56.1,1,LI,2025-10-31 15:06:18.465512
97,BC01C,56.1,56.45,3,LICL,2025-10-31 15:06:18.465528
98,BC01C,56.45,56.7,1,LI,2025-10-31 15:06:18.465544
99,BC01C,56.7,56.9,1,LI,2025-10-31 15:06:18.465561
100,BC01C,56.9,57.1,1,LI,2025-10-31 15:06:18.465577
101,BC01C,57.1,57.3,1,LI,2025-10-31 15:06:18.465594
102,BC01C,57.3,57.6,1,LI,2025-10-31 15:06:18.465610
103,BC01C,57.6,58.0,1,LI,2025-10-31 15:06:18.465627
104,BC01C,58.0,58.5,1,LI,2025-10-31 15:06:18.465643
105,BC01C,58.5,59.2,1,LI,2025-10-31 15:06:18.465660
106,BC01C,59.2,59.65,1,LI,2025-10-31 15:06:18.465676
107,BC01C,59.65,59.9,1,LI,2025-10-31 15:06:18.465693
108,BC01C,59.9,60.25,3,LICL,2025-10-31 15:06:18.465710
109,BC01C,60.25,60.6,3,LICL,2025-10-31 15:06:18.465726
110,BC01C,60.6,60.9,3,LICL,2025-10-31 15:06:18.465742
111,BC01C,60.9,61.2,3,LICL,2025-10-31 15:06:18.465759
112,BC01C,61.2,61.5,4,CBCL,2025-10-31 15:06:18.465776
113,BC01C,61.5,61.8,1,LI,2025-10-31 15:06:18.465792
114,BC01C,61.8,62.05,1,LI,2025-10-31 15:06:18.465808
115,BC01C,62.05,62.5,1,LI,2025-10-31 15:06:18.465824
116,BC01C,62.5,62.75,1,LI,2025-10-31 15:06:18.465841
117,BC01C,62.75,62.95,1,LI,2025-10-31 15:06:18.465860
118,BC01C,62.95,63.15,1,LI,2025-10-31 15:06:18.465877
119,BC01C,63.15,63.5,1,LI,2025-10-31 15:06:18.465894
120,BC01C,63.5,63.7,4,CBCL,2025-10-31 15:06:18.465911
121,BC01C,63.7,64.2,1,LI,2025-10-31 15:06:18.465930
122,BC01C,64.2,64.4,1,LI,2025-10-31 15:06:18.465946
123,BC01C,64.4,64.7,1,LI,2025-10-31 15:06:18.465963
124,BC01C,64.7,64.95,1,LI,2025-10-31 15:06:18.465979
125,BC01C,64.95,65.2,1,LI,2025-10-31 15:06:18.465996
126,BC01C,65.2,65.7,1,LI,2025-10-31 15:06:18.466012
127,BC01C,65.7,66.0,5,CL,2025-10-31 15:06:18.466029
128,BC01C,66.0,66.5,5,CL,2025-10-31 15:06:18.466046
129,BC01C,66.5,68.1,65,SACL,2025-10-31 15:06:18.466063
130,BC01C,68.1,69.0,5,CL,2025-10-31 15:06:18.466082
131,BC01C,69.0,70.7,65,SACL,2025-10-31 15:06:18.466099
132,BC01C,70.7,70.9,3,LICL,2025-10-31 15:06:18.466115
133,BC01C,70.9,73.0,5,CL,2025-10-31 15:06:18.466131
134,BC01C,73.0,73.3,5,CL,2025-10-31 15:06:18.466148
135,BC01C,73.3,73.65,2,CLLI,2025-10-31 15:06:18.466164
136,BC01C,73.65,74.0,2,CLLI,2025-10-31 15:06:18.466180
137,BC01C,74.0,74.75,2,CLLI,2025-10-31 15:06:18.466197
138,BC01C,74.75,75.05,4,CBCL,2025-10-31 15:06:18.466213
139,BC01C,75.05,75.8,1,LI,2025-10-31 15:06:18.466230
140,BC01C,75.8,76.5,1,LI,2025-10-31 15:06:18.466246
141,BC01C,76.5,77.0,1,LI,2025-10-31 15:06:18.466262
142,BC01C,77.0,77.3,1,LI,2025-10-31 15:06:18.466279
143,BC01C,77.3,77.6,1,LI,2025-10-31 15:06:18.466295
144,BC01C,77.6,78.9,1,LI,2025-10-31 15:06:18.466312
145,BC01C,78.9,79.1,1,LI,2025-10-31 15:06:18.466328
146,BC01C,79.1,79.4,11,HB,2025-10-31 15:06:18.466345
147,BC01C,79.4,80.0,1,LI,2025-10-31 15:06:18.466361
148,BC01C,80.0,80.6,1,LI,2025-10-31 15:06:18.466378
149,BC01C,80.6,82.2,1,LI,2025-10-31 15:06:18.466395
150,BC01C,82.2,82.6,1,LI,2025-10-31 15:06:18.466412
151,BC01C,82.6,85.7,1,LI,2025-10-31 15:06:18.466428
152,BC01C,85.7,86.4,1,LI,2025-10-31 15:06:18.466444
153,BC01C,86.4,87.0,1,LI,2025-10-31 15:06:18.466476
154,BC01C,87.0,88.0,1,LI,2025-10-31 15:06:18.466492
155,BC01C,88.0,91.2,1,LI,2025-10-31 15:06:18.466509
156,BC01C,91.2,92.1,1,LI,2025-10-31 15:06:18.466526
157,BC01C,92.1,92.3,1,LI,2025-10-31 15:06:18.466542
158,BC01C,92.3,94.5,1,LI,2025-10-31 15:06:18.466558
159,BC01C,94.5,95.2,1,LI,2025-10-31 15:06:18.466575
160,BC01C,95.2,97.7,1,LI,2025-10-31 15:06:18.466591
161,BC01C,97.7,98.1,2,CLLI,2025-10-31 15:06:18.466607
162,BC01C,98.1,99.5,1,LI,2025-10-31 15:06:18.466624
163,BC01C,99.5,101.0,1,LI,2025-10-31 15:06:18.466640
164,BC01C,101.0,101.7,1,LI,2025-10-31 15:06:18.466657
165,BC01C,101.7,102.0,1,LI,2025-10-31 15:06:18.466673
166,BC01C,102.0,103.25,1,LI,2025-10-31 15:06:18.466689
167,BC01C,103.25,103.5,1,LI,2025-10-31 15:06:18.466718
168,BC01C,103.5,104.0,1,LI,2025-10-31 15:06:18.466734
169,BC01C,104.0,104.3,1,LI,2025-10-31 15:06:18.466752
170,BC01C,104.3,104.55,1,LI,2025-10-31 15:06:18.466768
171,BC01C,104.55,104.8,1,LI,2025-10-31 15:06:18.466784
172,BC01C,104.8,107.5,1,LI,2025-10-31 15:06:18.466801
173,BC01C,107.5,107.8,1,LI,2025-10-31 15:06:18.466818
174,BC01C,107.8,108.2,1,LI,2025-10-31 15:06:18.466834
175,BC01C,108.2,108.7,1,LI,2025-10-31 15:06:18.466851
176,BC01C,108.7,109.0,1,LI,2025-10-31 15:06:18.466867
177,BC01C,109.0,109.5,1,LI,2025-10-31 15:06:18.466883
178,BC01C,109.5,111.9,1,LI,2025-10-31 15:06:18.466900
179,BC01C,111.9,112.1,1,LI,2025-10-31 15:06:18.466916
180,BC01C,112.1,112.85,1,LI,2025-10-31 15:06:18.466933
181,BC01C,112.85,113.3,1,LI,2025-10-31 15:06:18.466950
182,BC01C,113.3,113.6,2,CLLI,2025-10-31 15:06:18.466966
183,BC01C,113.6,113.9,2,CLLI,2025-10-31 15:06:18.466987
184,BC01C,113.9,114.15,1,LI,2025-10-31 15:06:18.467003
185,BC01C,114.15,114.35,2,CLLI,2025-10-31 15:06:18.467020
186,BC01C,114.35,114.7,1,LI,2025-10-31 15:06:18.467036
187,BC01C,114.7,115.0,4,CBCL,2025-10-31 15:06:18.467053
188,BC01C,115.0,116.9,5,CL,2025-10-31 15:06:18.467070
189,BC01C,116.9,120.5,65,SACL,2025-10-31 15:06:18.467086
190,BC01C,120.5,125.0,5,CL,2025-10-31 15:06:18.467103
191,BC01C,740809.36,2181845.151,,,2025-10-31 15:06:18.463801
192,BC01C,,,,,2025-10-31 15:06:18.463841
193,BC04C,0.0,0.3,4,CBCL,2025-10-31 15:06:18.467152
194,BC04C,0.3,0.7,4,CBCL,2025-10-31 15:06:18.467168
195,BC04C,0.7,1.9,3,LICL,2025-10-31 15:06:18.467184
196,BC04C,1.9,2.4,5,CL,2025-10-31 15:06:18.467204
197,BC04C,2.4,3.0,1,LI,2025-10-31 15:06:18.467226
198,BC04C,3.0,3.5,5,CL,2025-10-31 15:06:18.467243
199,BC04C,3.5,3.8,4,CBCL,2025-10-31 15:06:18.467259
200,BC04C,3.8,4.2,1,LI,2025-10-31 15:06:18.467276
201,BC04C,4.2,5.1,1,LI,2025-10-31 15:06:18.467292
202,BC04C,5.1,5.6,5,CL,2025-10-31 15:06:18.467309
203,BC04C,5.6,6.7,1,LI,2025-10-31 15:06:18.467325
204,BC04C,6.7,7.0,81,ST,2025-10-31 15:06:18.467342
205,BC04C,7.0,8.0,1,LI,2025-10-31 15:06:18.467358
206,BC04C,8.0,9.3,1,LI,2025-10-31 15:06:18.467374
207,BC04C,9.3,10.85,1,LI,2025-10-31 15:06:18.467391
208,BC04C,10.85,11.0,1,LI,2025-10-31 15:06:18.467408
209,BC04C,11.0,13.0,1,LI,2025-10-31 15:06:18.467425
210,BC04C,13.0,13.95,1,LI,2025-10-31 15:06:18.467441
211,BC04C,13.95,16.2,1,LI,2025-10-31 15:06:18.467457
212,BC04C,16.2,17.0,1,LI,2025-10-31 15:06:18.467474
213,BC04C,17.0,17.3,1,LI,2025-10-31 15:06:18.467490
214,BC04C,17.3,18.3,1,LI,2025-10-31 15:06:18.467506
215,BC04C,18.3,21.1,1,LI,2025-10-31 15:06:18.467523
216,BC04C,21.1,22.0,1,LI,2025-10-31 15:06:18.467539
217,BC04C,22.0,23.0,1,LI,2025-10-31 15:06:18.467555
218,BC04C,23.0,24.9,1,LI,2025-10-31 15:06:18.467572
219,BC04C,24.9,25.0,1,LI,2025-10-31 15:06:18.467588
220,BC04C,25.0,25.9,1,LI,2025-10-31 15:06:18.467604
221,BC04C,25.9,28.6,1,LI,2025-10-31 15:06:18.467621
222,BC04C,28.6,28.75,1,LI,2025-10-31 15:06:18.467637
223,BC04C,28.75,30.0,1,LI,2025-10-31 15:06:18.467653
224,BC04C,30.0,31.0,1,LI,2025-10-31 15:06:18.467670
225,BC04C,31.0,31.5,1,LI,2025-10-31 15:06:18.467687
226,BC04C,31.5,31.8,1,LI,2025-10-31 15:06:18.467703
227,BC04C,31.8,32.2,1,LI,2025-10-31 15:06:18.467720
228,BC04C,32.2,34.5,1,LI,2025-10-31 15:06:18.467808
229,BC04C,34.5,34.9,1,LI,2025-10-31 15:06:18.467826
230,BC04C,34.9,37.3,1,LI,2025-10-31 15:06:18.467842
231,BC04C,37.3,37.6,5,CL,2025-10-31 15:06:18.467859
232,BC04C,37.6,38.0,5,CL,2025-10-31 15:06:18.467876
233,BC04C,740876.015,2181979.346,,,2025-10-31 15:06:18.467119
234,BC04C,,,,,2025-10-31 15:06:18.467135
235,BC05C,0.0,1.4,85,SICL,2025-10-31 15:06:18.467925
236,BC05C,1.4,3.3,5,CL,2025-10-31 15:06:18.467941
237,BC05C,3.3,3.5,2,CLLI,2025-10-31 15:06:18.467957
238,BC05C,3.5,3.85,5,CL,2025-10-31 15:06:18.467974
239,BC05C,3.85,4.15,5,CL,2025-10-31 15:06:18.467990
240,BC05C,4.15,7.8,1,LI,2025-10-31 15:06:18.468007
241,BC05C,7.8,8.3,3,LICL,2025-10-31 15:06:18.468023
242,BC05C,8.3,11.1,1,LI,2025-10-31 15:06:18.468039
243,BC05C,11.1,11.4,5,CL,2025-10-31 15:06:18.468056
244,BC05C,11.4,13.1,1,LI,2025-10-31 15:06:18.468073
245,BC05C,13.1,13.4,2,CLLI,2025-10-31 15:06:18.468090
246,BC05C,13.4,15.0,2,CLLI,2025-10-31 15:06:18.468106
247,BC05C,15.0,15.4,2,CLLI,2025-10-31 15:06:18.468123
248,BC05C,15.4,15.7,2,CLLI,2025-10-31 15:06:18.468140
249,BC05C,15.7,16.2,2,CLLI,2025-10-31 15:06:18.468156
250,BC05C,16.2,16.5,5,CL,2025-10-31 15:06:18.468173
251,BC05C,16.5,17.8,1,LI,2025-10-31 15:06:18.468189
252,BC05C,17.8,18.1,1,LI,2025-10-31 15:06:18.468206
253,BC05C,18.1,20.0,1,LI,2025-10-31 15:06:18.468222
254,BC05C,20.0,20.3,4,CBCL,2025-10-31 15:06:18.468239
255,BC05C,20.3,21.8,5,CL,2025-10-31 15:06:18.468255
256,BC05C,21.8,22.0,3,LICL,2025-10-31 15:06:18.468273
257,BC05C,22.0,23.2,5,CL,2025-10-31 15:06:18.468291
258,BC05C,23.2,23.5,5,CL,2025-10-31 15:06:18.468307
259,BC05C,23.5,24.0,1,LI,2025-10-31 15:06:18.468324
260,BC05C,24.0,25.0,1,LI,2025-10-31 15:06:18.468341
261,BC05C,25.0,25.3,5,CL,2025-10-31 15:06:18.468357
262,BC05C,25.3,26.8,1,LI,2025-10-31 15:06:18.468373
263,BC05C,26.8,27.8,1,LI,2025-10-31 15:06:18.468390
264,BC05C,27.8,29.0,1,LI,2025-10-31 15:06:18.468406
265,BC05C,29.0,30.3,1,LI,2025-10-31 15:06:18.468423
266,BC05C,30.3,30.9,1,LI,2025-10-31 15:06:18.468440
267,BC05C,30.9,31.7,1,LI,2025-10-31 15:06:18.468456
268,BC05C,31.7,32.5,1,LI,2025-10-31 15:06:18.468473
269,BC05C,32.5,35.9,1,LI,2025-10-31 15:06:18.468490
270,BC05C,35.9,36.6,1,LI,2025-10-31 15:06:18.468506
271,BC05C,36.6,37.0,1,LI,2025-10-31 15:06:18.468523
272,BC05C,37.0,37.8,1,LI,2025-10-31 15:06:18.468539
273,BC05C,37.8,38.2,1,LI,2025-10-31 15:06:18.468555
274,BC05C,38.2,41.2,1,LI,2025-10-31 15:06:18.468572
275,BC05C,41.2,42.2,1,LI,2025-10-31 15:06:18.468588
276,BC05C,42.2,42.7,1,LI,2025-10-31 15:06:18.468616
277,BC05C,42.7,44.6,1,LI,2025-10-31 15:06:18.468633
278,BC05C,44.6,45.2,1,LI,2025-10-31 15:06:18.468649
279,BC05C,45.2,47.8,1,LI,2025-10-31 15:06:18.468666
280,BC05C,47.8,48.1,1,LI,2025-10-31 15:06:18.468682
281,BC05C,48.1,49.6,1,LI,2025-10-31 15:06:18.468698
282,BC05C,49.6,50.8,1,LI,2025-10-31 15:06:18.468715
283,BC05C,50.8,51.0,1,LI,2025-10-31 15:06:18.468731
284,BC05C,51.0,52.0,1,LI,2025-10-31 15:06:18.468748
285,BC05C,52.0,54.2,1,LI,2025-10-31 15:06:18.468764
286,BC05C,54.2,54.8,1,LI,2025-10-31 15:06:18.468782
287,BC05C,54.8,58.35,1,LI,2025-10-31 15:06:18.468798
288,BC05C,740879.631,2181924.277,,,2025-10-31 15:06:18.467892
289,BC05C,,,,,2025-10-31 15:06:18.467908
290,BC06C,0.0,1.6,1,LI,2025-10-31 15:06:18.468847
291,BC06C,1.6,1.8,5,CL,2025-10-31 15:06:18.468864
292,BC06C,1.8,2.2,1,LI,2025-10-31 15:06:18.468880
293,BC06C,2.2,4.4,1,LI,2025-10-31 15:06:18.468897
294,BC06C,4.4,4.7,4,CBCL,2025-10-31 15:06:18.468913
295,BC06C,4.7,4.95,3,LICL,2025-10-31 15:06:18.468929
296,BC06C,4.95,5.45,5,CL,2025-10-31 15:06:18.468946
297,BC06C,5.45,6.0,3,LICL,2025-10-31 15:06:18.468962
298,BC06C,6.0,6.35,5,CL,2025-10-31 15:06:18.468980
299,BC06C,6.35,7.0,2,CLLI,2025-10-31 15:06:18.468996
300,BC06C,7.0,8.0,2,CLLI,2025-10-31 15:06:18.469012
301,BC06C,8.0,9.8,2,CLLI,2025-10-31 15:06:18.469029
302,BC06C,9.8,10.1,5,CL,2025-10-31 15:06:18.469045
303,BC06C,10.1,10.2,4,CBCL,2025-10-31 15:06:18.469061
304,BC06C,10.2,12.0,58,CLSI,2025-10-31 15:06:18.469078
305,BC06C,12.0,13.15,4,CBCL,2025-10-31 15:06:18.469095
306,BC06C,13.15,13.65,5,CL,2025-10-31 15:06:18.469112
307,BC06C,13.65,13.95,5,CL,2025-10-31 15:06:18.469128
308,BC06C,13.95,14.45,1,LI,2025-10-31 15:06:18.469145
309,BC06C,14.45,15.2,1,LI,2025-10-31 15:06:18.469162
310,BC06C,15.2,15.65,5,CL,2025-10-31 15:06:18.469178
311,BC06C,15.65,17.5,1,LI,2025-10-31 15:06:18.469195
312,BC06C,17.5,18.3,2,CLLI,2025-10-31 15:06:18.469211
313,BC06C,18.3,19.8,1,LI,2025-10-31 15:06:18.469228
314,BC06C,19.8,20.8,1,LI,2025-10-31 15:06:18.469244
315,BC06C,20.8,21.1,1,LI,2025-10-31 15:06:18.469260
316,BC06C,21.1,23.0,1,LI,2025-10-31 15:06:18.469277
317,BC06C,23.0,23.8,1,LI,2025-10-31 15:06:18.469293
318,BC06C,23.8,26.0,1,LI,2025-10-31 15:06:18.469309
319,BC06C,26.0,26.8,1,LI,2025-10-31 15:06:18.469326
320,BC06C,26.8,28.0,1,LI,2025-10-31 15:06:18.469342
321,BC06C,28.0,29.55,1,LI,2025-10-31 15:06:18.469358
322,BC06C,29.55,31.5,1,LI,2025-10-31 15:06:18.469375
323,BC06C,31.5,32.3,1,LI,2025-10-31 15:06:18.469391
324,BC06C,32.3,32.6,5,CL,2025-10-31 15:06:18.469408
325,BC06C,32.6,33.1,1,LI,2025-10-31 15:06:18.469424
326,BC06C,33.1,33.4,11,HB,2025-10-31 15:06:18.469441
327,BC06C,33.4,34.8,1,LI,2025-10-31 15:06:18.469457
328,BC06C,34.8,35.6,1,LI,2025-10-31 15:06:18.469474
329,BC06C,35.6,37.95,1,LI,2025-10-31 15:06:18.469490
330,BC06C,37.95,38.5,4,CBCL,2025-10-31 15:06:18.469506
331,BC06C,38.5,39.7,1,LI,2025-10-31 15:06:18.469523
332,BC06C,39.7,40.8,1,LI,2025-10-31 15:06:18.469539
333,BC06C,40.8,41.4,1,LI,2025-10-31 15:06:18.469556
334,BC06C,41.4,41.9,1,LI,2025-10-31 15:06:18.469572
335,BC06C,41.9,42.15,3,LICL,2025-10-31 15:06:18.469588
336,BC06C,42.15,43.3,1,LI,2025-10-31 15:06:18.469605
337,BC06C,43.3,43.7,3,LICL,2025-10-31 15:06:18.469621
338,BC06C,43.7,44.6,1,LI,2025-10-31 15:06:18.469637
339,BC06C,44.6,44.8,1,LI,2025-10-31 15:06:18.469654
340,BC06C,44.8,47.6,1,LI,2025-10-31 15:06:18.469670
341,BC06C,47.6,48.6,5,CL,2025-10-31 15:06:18.469687
342,BC06C,48.6,49.2,1,LI,2025-10-31 15:06:18.469703
343,BC06C,49.2,49.7,1,LI,2025-10-31 15:06:18.469719
344,BC06C,49.7,49.85,4,CBCL,2025-10-31 15:06:18.469737
345,BC06C,49.85,50.35,1,LI,2025-10-31 15:06:18.469754
346,BC06C,50.35,50.6,3,LICL,2025-10-31 15:06:18.469770
347,BC06C,50.6,51.1,1,LI,2025-10-31 15:06:18.469786
348,BC06C,51.1,51.4,5,CL,2025-10-31 15:06:18.469802
349,BC06C,51.4,54.2,85,SICL,2025-10-31 15:06:18.469819
350,BC06C,54.2,54.4,81,ST,2025-10-31 15:06:18.469835
351,BC06C,54.4,55.2,5,CL,2025-10-31 15:06:18.469852
352,BC06C,55.2,55.5,4,CBCL,2025-10-31 15:06:18.469869
353,BC06C,55.5,56.1,1,LI,2025-10-31 15:06:18.469885
354,BC06C,56.1,56.4,5,CL,2025-10-31 15:06:18.469902
355,BC06C,56.4,57.7,5,CL,2025-10-31 15:06:18.469918
356,BC06C,57.7,58.0,5,CL,2025-10-31 15:06:18.469935
357,BC06C,58.0,58.3,1,LI,2025-10-31 15:06:18.469951
358,BC06C,58.3,58.5,3,LICL,2025-10-31 15:06:18.469968
359,BC06C,58.5,59.15,1,LI,2025-10-31 15:06:18.469984
360,BC06C,59.15,59.45,3,LICL,2025-10-31 15:06:18.470001
361,BC06C,59.45,59.75,3,LICL,2025-10-31 15:06:18.470017
362,BC06C,59.75,59.9,1,LI,2025-10-31 15:06:18.470034
363,BC06C,59.9,60.1,1,LI,2025-10-31 15:06:18.470050
364,BC06C,60.1,60.3,2,CLLI,2025-10-31 15:06:18.470067
365,BC06C,60.3,60.65,1,LI,2025-10-31 15:06:18.470084
366,BC06C,60.65,60.95,4,CBCL,2025-10-31 15:06:18.470100
367,BC06C,60.95,61.2,4,CBCL,2025-10-31 15:06:18.470117
368,BC06C,61.2,62.6,4,CBCL,2025-10-31 15:06:18.470133
369,BC06C,62.6,63.0,4,CBCL,2025-10-31 15:06:18.470149
370,BC06C,63.0,64.0,5,CL,2025-10-31 15:06:18.470165
371,BC06C,64.0,65.0,85,SICL,2025-10-31 15:06:18.470182
372,BC06C,740965.068,2181917.514,,,2025-10-31 15:06:18.468815
373,BC06C,,,,,2025-10-31 15:06:18.468831
374,BC16C,0.0,1.0,2,CLLI,2025-10-31 15:06:18.470234
375,BC16C,1.0,4.1,5,CL,2025-10-31 15:06:18.470251
376,BC16C,4.1,4.4,5,CL,2025-10-31 15:06:18.470268
377,BC16C,4.4,5.3,2,CLLI,2025-10-31 15:06:18.470285
378,BC16C,5.3,5.6,2,CLLI,2025-10-31 15:06:18.470301
379,BC16C,5.6,6.4,2,CLLI,2025-10-31 15:06:18.470317
380,BC16C,6.4,6.8,5,CL,2025-10-31 15:06:18.470334
381,BC16C,6.8,7.4,4,CBCL,2025-10-31 15:06:18.470350
382,BC16C,7.4,9.0,6,SA,2025-10-31 15:06:18.470367
383,BC16C,9.0,9.5,5,CL,2025-10-31 15:06:18.470384
384,BC16C,9.5,9.8,5,CL,2025-10-31 15:06:18.470400
