sample_id,hole_id,depth_from,depth_to,sample_no,im,tm,ash,vm,fc,sulphur,gross_cv,net_cv,sg,rd,hgi,seam_quality_id,seam_73_id,seam_code_quality_original,analysis_date,lab_name,remarks,created_at,updated_at
1,BC01C,3.55,3.85,BC01C_1,4.85,28.6164111367074,54.786904452577,14.6907425880656,1.90594182264991,0.312092201441195,,,,,,,,,,,,2025-10-31 15:06:20.859736,2025-10-31 15:06:20.859742
2,BC01C,3.85,4.2,BC01C_2,6.65,34.0221445222651,37.5809864801178,20.1100503496136,8.28681864800351,0.575177062536483,,,,,,,,,,,,2025-10-31 15:06:20.859779,2025-10-31 15:06:20.859780
3,BC01C,4.2,4.45,BC01C_3,4.24,27.5367065185747,55.7822433220012,13.4854189168932,3.19563124253086,0.2029517054273,,,,,,,,,,,,2025-10-31 15:06:20.859809,2025-10-31 15:06:20.859810
4,BC01C,4.45,4.7,BC01C_4,4.89,31.5488080048785,49.9009189644435,15.4220535565009,3.12821947417705,0.206843366411502,,,,,,,,,,,,2025-10-31 15:06:20.859836,2025-10-31 15:06:20.859837
5,BC01C,4.7,4.95,BC01C_5,7.89,36.3151338510687,36.0010548339909,19.188250170673,8.49556114426744,0.395204315391696,,,,,,,,,,,,2025-10-31 15:06:20.859861,2025-10-31 15:06:20.859862
6,BC01C,4.95,5.1,BC01C_6,5.68,32.3780875082486,44.5966512883101,17.5005509528653,5.51794805932692,0.296240184919335,,,,,,,,,,,,2025-10-31 15:06:20.859886,2025-10-31 15:06:20.859887
7,BC01C,5.1,5.4,BC01C_7,5.87,32.6157741661135,38.8739598835692,20.2826519759999,8.22761397431755,0.390288748800966,,,,,,,,,,,,2025-10-31 15:06:20.859912,2025-10-31 15:06:20.859913
8,BC01C,5.4,5.7,BC01C_8,4.22,23.3234507059163,60.2064265057145,13.4950726757587,2.97505011261045,0.235841631050711,,,,,,,,,,,,2025-10-31 15:06:20.859937,2025-10-31 15:06:20.859938
9,BC01C,6.4,6.7,BC01C_9,5.42,23.856794336911,52.0514953912876,18.3809698470697,5.71835474529798,0.405270561755117,,,,,,,,,,,,2025-10-31 15:06:20.859962,2025-10-31 15:06:20.859963
10,BC01C,6.7,7.1,BC01C_10,9.36,35.644724405961,31.8944745844057,21.6233725995971,10.8374284100362,0.482948570819344,,,,,,,,,,,,2025-10-31 15:06:20.859986,2025-10-31 15:06:20.859987
11,BC01C,7.1,7.4,BC01C_11,5.65,24.1113007739469,51.5056601647222,18.2891765134788,6.10145141777467,0.373853390569894,,,,,,,,,,,,2025-10-31 15:06:20.860010,2025-10-31 15:06:20.860011
12,BC01C,9.25,9.5,BC01C_12,4.15,19.5748059372545,58.8712420539297,18.5380072314628,3.01594477735296,0.360801600907465,,,,,,,,,,,,2025-10-31 15:06:20.860034,2025-10-31 15:06:20.860035
13,BC01C,9.5,10.2,BC01C_13,13.1,44.3715963213601,15.4925104245012,25.3554263967241,14.7804668574146,0.641423020552326,,,,,,,,,,,,2025-10-31 15:06:20.860058,2025-10-31 15:06:20.860059
14,BC01C,10.2,10.5,BC01C_14,4.33,29.1032577944656,54.05876593172,13.1655250275677,3.67245124624668,0.300275529859753,,,,,,,,,,,,2025-10-31 15:06:20.860082,2025-10-31 15:06:20.860083
15,BC01C,18.0,18.3,BC01C_15,3.83,24.6628793960366,63.5167263812016,10.396522643347,1.42387157941491,0.293060380762636,,,,,,,,,,,,2025-10-31 15:06:20.860119,2025-10-31 15:06:20.860120
16,BC01C,18.3,18.6,BC01C_16,7.31,34.3924385572952,38.7478257880614,18.7440803041808,8.11565535046258,1.01359400135887,,,,,,,,,,,,2025-10-31 15:06:20.860144,2025-10-31 15:06:20.860144
17,BC01C,18.6,19.45,BC01C_17,7.11,37.8071961434766,25.4990495811746,23.7265546712637,12.9671996040851,0.477911760068752,,,,,,,,,,,,2025-10-31 15:06:20.860167,2025-10-31 15:06:20.860168
18,BC01C,19.45,19.9,BC01C_18,5.03,32.5948782300793,43.9144368331034,17.0939388808519,6.39674605596548,0.28333289049755,,,,,,,,,,,,2025-10-31 15:06:20.860191,2025-10-31 15:06:20.860192
19,BC01C,19.9,20.2,BC01C_19,7.28,35.2889582299706,34.7368872221518,21.0246174710825,8.94953707679506,0.391392927357986,,,,,,,,,,,,2025-10-31 15:06:20.860214,2025-10-31 15:06:20.860215
20,BC01C,20.2,20.8,BC01C_20,6.24,32.8613659196706,41.8072274418211,18.1207173382809,7.21068930022738,0.41868557323772,,,,,,,,,,,,2025-10-31 15:06:20.860238,2025-10-31 15:06:20.860239
21,BC01C,20.8,21.5,BC01C_21,8.15,37.8871718477305,25.6588093097025,24.0003967980369,12.45362204453,0.485677007936418,,,,,,,,,,,,2025-10-31 15:06:20.860262,2025-10-31 15:06:20.860263
22,BC01C,21.5,21.7,BC01C_22,5.93,34.0735103698939,40.1492321847346,18.3803053088736,7.39695213649791,0.339338857009646,,,,,,,,,,,,2025-10-31 15:06:20.860286,2025-10-31 15:06:20.860286
23,BC01C,21.7,22.3,BC01C_23,8.35,36.3098020736698,32.2145021111378,20.8139566823247,10.6617391328677,0.481099007358411,,,,,,,,,,,,2025-10-31 15:06:20.860309,2025-10-31 15:06:20.860310
24,BC01C,22.3,22.9,BC01C_24,5.92,30.9706577393054,44.6757903111216,18.0097553958152,6.33689361953177,0.446474859328579,,,,,,,,,,,,2025-10-31 15:06:20.860332,2025-10-31 15:06:20.860333
25,BC01C,22.9,23.15,BC01C_25,5.37,33.855379097633,36.8623972288891,20.0947358301391,9.18748784333878,0.640127272771718,,,,,,,,,,,,2025-10-31 15:06:20.860356,2025-10-31 15:06:20.860357
26,BC01C,23.15,23.4,BC01C_26,6.46,33.971957776879,35.5296895202614,21.1091650987318,9.38258479990549,0.612280562586435,,,,,,,,,,,,2025-10-31 15:06:20.860380,2025-10-31 15:06:20.860381
27,BC01C,23.4,24.4,BC01C_27,6.41,30.66055551806,40.5497071330385,20.0945710108662,8.70210028248347,0.367701317409839,,,,,,,,,,,,2025-10-31 15:06:20.860404,2025-10-31 15:06:20.860404
28,BC01C,24.4,25.1,BC01C_28,4.72,26.4173787467909,56.9750236363598,14.3338946201251,2.27370299672416,0.226586283330096,,,,,,,,,,,,2025-10-31 15:06:20.860427,2025-10-31 15:06:20.860428
29,BC01C,25.1,25.8,BC01C_29,5.55,33.617208520934,40.513417639674,18.2220762610036,7.65393585753631,0.340734540064068,,,,,,,,,,,,2025-10-31 15:06:20.860450,2025-10-31 15:06:20.860451
30,BC01C,25.8,26.35,BC01C_30,5.52,33.9405554777342,41.1748517707283,17.8822916321774,7.00230111936018,0.326241922249039,,,,,,,,,,,,2025-10-31 15:06:20.860474,2025-10-31 15:06:20.860474
31,BC01C,26.35,26.6,BC01C_31,6.28,35.9732761355689,30.7136194377676,22.2492865428898,11.0638178837737,0.48525588946762,,,,,,,,,,,,2025-10-31 15:06:20.860497,2025-10-31 15:06:20.860497
32,BC01C,26.6,27.3,BC01C_32,6.23,32.6514489526462,43.2108303519822,17.3085776191699,6.82914307620167,0.316380897263083,,,,,,,,,,,,2025-10-31 15:06:20.860520,2025-10-31 15:06:20.860521
33,BC01C,27.3,28.0,BC01C_33,9.02,40.0755570289134,19.1638368621535,26.3907246844665,14.3698814244666,0.437610462848867,,,,,,,,,,,,2025-10-31 15:06:20.860544,2025-10-31 15:06:20.860544
34,BC01C,28.0,29.0,BC01C_34,9.02,40.0755570289134,19.1638368621535,26.3907246844665,14.3698814244666,0.437610462848867,,,,,,,,,,,,2025-10-31 15:06:20.860567,2025-10-31 15:06:20.860568
35,BC01C,29.0,29.6,BC01C_35,9.02,40.0755570289134,19.1638368621535,26.3907246844665,14.3698814244666,0.437610462848867,,,,,,,,,,,,2025-10-31 15:06:20.860590,2025-10-31 15:06:20.860591
36,BC01C,29.6,31.0,BC01C_36,10.06,41.7820807390796,13.4832701008292,28.2531562173247,16.4814929427666,0.506963246221402,,,,,,,,,,,,2025-10-31 15:06:20.860613,2025-10-31 15:06:20.860614
37,BC01C,31.0,31.3,BC01C_37,10.06,41.7820807390796,13.4832701008292,28.2531562173247,16.4814929427666,0.506963246221402,,,,,,,,,,,,2025-10-31 15:06:20.860636,2025-10-31 15:06:20.860637
38,BC01C,31.3,31.7,BC01C_38,4.9,28.8790617866576,55.1258392091617,12.872889816615,3.12220918756573,0.448114260540849,,,,,,,,,,,,2025-10-31 15:06:20.860660,2025-10-31 15:06:20.860660
39,BC01C,31.7,31.9,BC01C_39,10.92,40.5742587180533,17.5305936781743,25.9987618108517,15.9023283670489,0.499128195185816,,,,,,,,,,,,2025-10-31 15:06:20.860683,2025-10-31 15:06:20.860683
40,BC01C,31.9,33.45,BC01C_40,10.92,40.5742587180533,17.5305936781743,25.9987618108517,15.9023283670489,0.499128195185816,,,,,,,,,,,,2025-10-31 15:06:20.860706,2025-10-31 15:06:20.860706
41,BC01C,33.45,33.7,BC01C_41,10.92,40.5742587180533,17.5305936781743,25.9987618108517,15.9023283670489,0.499128195185816,,,,,,,,,,,,2025-10-31 15:06:20.860729,2025-10-31 15:06:20.860729
42,BC01C,33.7,34.0,BC01C_42,4.34,23.0100882319009,56.8416518583876,14.7050731477069,5.44318676200461,0.402253375514279,,,,,,,,,,,,2025-10-31 15:06:20.860752,2025-10-31 15:06:20.860753
43,BC01C,34.0,34.3,BC01C_43,10.93,42.5518773468641,15.1777940049585,25.3058980287064,16.964430619471,0.447227217331138,,,,,,,,,,,,2025-10-31 15:06:20.860775,2025-10-31 15:06:20.860776
44,BC01C,34.3,35.4,BC01C_44,10.93,42.5518773468641,15.1777940049585,25.3058980287064,16.964430619471,0.447227217331138,,,,,,,,,,,,2025-10-31 15:06:20.860799,2025-10-31 15:06:20.860799
45,BC01C,35.4,35.8,BC01C_45,10.93,42.5518773468641,15.1777940049585,25.3058980287064,16.964430619471,0.447227217331138,,,,,,,,,,,,2025-10-31 15:06:20.860822,2025-10-31 15:06:20.860823
46,BC01C,35.8,36.2,BC01C_46,10.93,42.5518773468641,15.1777940049585,25.3058980287064,16.964430619471,0.447227217331138,,,,,,,,,,,,2025-10-31 15:06:20.860846,2025-10-31 15:06:20.860846
47,BC01C,36.2,36.5,BC01C_47,10.93,42.5518773468641,15.1777940049585,25.3058980287064,16.964430619471,0.447227217331138,,,,,,,,,,,,2025-10-31 15:06:20.860872,2025-10-31 15:06:20.860873
48,BC01C,36.5,36.9,BC01C_48,10.93,42.5518773468641,15.1777940049585,25.3058980287064,16.964430619471,0.447227217331138,,,,,,,,,,,,2025-10-31 15:06:20.860895,2025-10-31 15:06:20.860896
49,BC01C,36.9,37.2,BC01C_49,3.32,23.6344088420819,63.7423589395142,9.82825158202406,2.7949806363798,0.13238387544546,,,,,,,,,,,,2025-10-31 15:06:20.860919,2025-10-31 15:06:20.860919
50,BC01C,49.1,49.4,BC01C_50,3.71,17.7879544506945,66.8712778498051,13.3594574017621,1.98131029773826,0.527731491889352,,,,,,,,,,,,2025-10-31 15:06:20.860942,2025-10-31 15:06:20.860943
51,BC01C,49.4,50.1,BC01C_51,10.38,39.6072000529644,18.3654504638935,26.6392640566374,15.3880854265047,0.466861546566684,,,,,,,,,,,,2025-10-31 15:06:20.860966,2025-10-31 15:06:20.860966
52,BC01C,50.1,50.7,BC01C_52,10.38,39.6072000529644,18.3654504638935,26.6392640566374,15.3880854265047,0.466861546566684,,,,,,,,,,,,2025-10-31 15:06:20.860989,2025-10-31 15:06:20.860989
53,BC01C,50.7,51.0,BC01C_53,10.38,39.6072000529644,18.3654504638935,26.6392640566374,15.3880854265047,0.466861546566684,,,,,,,,,,,,2025-10-31 15:06:20.861011,2025-10-31 15:06:20.861012
54,BC01C,51.0,51.4,BC01C_54,10.38,39.6072000529644,18.3654504638935,26.6392640566374,15.3880854265047,0.466861546566684,,,,,,,,,,,,2025-10-31 15:06:20.861035,2025-10-31 15:06:20.861035
55,BC01C,51.4,52.0,BC01C_55,10.38,39.6072000529644,18.3654504638935,26.6392640566374,15.3880854265047,0.466861546566684,,,,,,,,,,,,2025-10-31 15:06:20.861071,2025-10-31 15:06:20.861071
56,BC01C,52.0,52.45,BC01C_56,10.38,39.6072000529644,18.3654504638935,26.6392640566374,15.3880854265047,0.466861546566684,,,,,,,,,,,,2025-10-31 15:06:20.861093,2025-10-31 15:06:20.861094
57,BC01C,52.45,52.7,BC01C_57,6.81,34.6711293851747,36.5907004313637,19.1413590901438,9.59681109331784,0.498781966331669,,,,,,,,,,,,2025-10-31 15:06:20.861116,2025-10-31 15:06:20.861117
58,BC01C,52.7,52.95,BC01C_58,6.81,34.6711293851747,36.5907004313637,19.1413590901438,9.59681109331784,0.498781966331669,,,,,,,,,,,,2025-10-31 15:06:20.861139,2025-10-31 15:06:20.861140
59,BC01C,52.95,53.2,BC01C_59,6.81,34.6711293851747,36.5907004313637,19.1413590901438,9.59681109331784,0.498781966331669,,,,,,,,,,,,2025-10-31 15:06:20.861161,2025-10-31 15:06:20.861162
60,BC01C,53.2,53.5,BC01C_60,9.96,39.6652614474267,16.8394255300232,27.0480632931186,16.4532832032867,0.510674192035941,,,,,,,,,,,,2025-10-31 15:06:20.861184,2025-10-31 15:06:20.861184
61,BC01C,53.5,53.8,BC01C_61,9.96,39.6652614474267,16.8394255300232,27.0480632931186,16.4532832032867,0.510674192035941,,,,,,,,,,,,2025-10-31 15:06:20.861206,2025-10-31 15:06:20.861207
62,BC01C,53.8,54.2,BC01C_62,9.96,39.6652614474267,16.8394255300232,27.0480632931186,16.4532832032867,0.510674192035941,,,,,,,,,,,,2025-10-31 15:06:20.861229,2025-10-31 15:06:20.861229
63,BC01C,54.2,55.55,BC01C_63,9.96,39.6652614474267,16.8394255300232,27.0480632931186,16.4532832032867,0.510674192035941,,,,,,,,,,,,2025-10-31 15:06:20.861251,2025-10-31 15:06:20.861252
64,BC01C,55.55,55.8,BC01C_64,9.96,39.6652614474267,16.8394255300232,27.0480632931186,16.4532832032867,0.510674192035941,,,,,,,,,,,,2025-10-31 15:06:20.861274,2025-10-31 15:06:20.861274
65,BC01C,55.8,56.1,BC01C_65,9.96,39.6652614474267,16.8394255300232,27.0480632931186,16.4532832032867,0.510674192035941,,,,,,,,,,,,2025-10-31 15:06:20.861296,2025-10-31 15:06:20.861297
66,BC01C,56.1,56.45,BC01C_66,6.01,30.9789729569151,38.5482436035629,21.3343994590175,9.13838398050444,0.27442448990319,,,,,,,,,,,,2025-10-31 15:06:20.861346,2025-10-31 15:06:20.861347
67,BC01C,56.45,56.7,BC01C_67,10.79,38.5046850719599,22.0030236812528,24.9240511403347,14.5682401064527,0.411048719780185,,,,,,,,,,,,2025-10-31 15:06:20.861369,2025-10-31 15:06:20.861370
68,BC01C,56.7,56.9,BC01C_68,10.79,38.5046850719599,22.0030236812528,24.9240511403347,14.5682401064527,0.411048719780185,,,,,,,,,,,,2025-10-31 15:06:20.861392,2025-10-31 15:06:20.861392
69,BC01C,56.9,57.1,BC01C_69,10.79,38.5046850719599,22.0030236812528,24.9240511403347,14.5682401064527,0.411048719780185,,,,,,,,,,,,2025-10-31 15:06:20.861414,2025-10-31 15:06:20.861415
70,BC01C,57.1,57.3,BC01C_70,10.79,38.5046850719599,22.0030236812528,24.9240511403347,14.5682401064527,0.411048719780185,,,,,,,,,,,,2025-10-31 15:06:20.861437,2025-10-31 15:06:20.861437
71,BC01C,57.3,57.6,BC01C_71,10.79,38.5046850719599,22.0030236812528,24.9240511403347,14.5682401064527,0.411048719780185,,,,,,,,,,,,2025-10-31 15:06:20.861459,2025-10-31 15:06:20.861460
72,BC01C,57.6,58.0,BC01C_72,10.79,38.5046850719599,22.0030236812528,24.9240511403347,14.5682401064527,0.411048719780185,,,,,,,,,,,,2025-10-31 15:06:20.861482,2025-10-31 15:06:20.861482
73,BC01C,58.0,58.5,BC01C_73,10.79,38.5046850719599,22.0030236812528,24.9240511403347,14.5682401064527,0.411048719780185,,,,,,,,,,,,2025-10-31 15:06:20.861504,2025-10-31 15:06:20.861505
74,BC01C,58.5,59.2,BC01C_74,10.79,38.5046850719599,22.0030236812528,24.9240511403347,14.5682401064527,0.411048719780185,,,,,,,,,,,,2025-10-31 15:06:20.861527,2025-10-31 15:06:20.861527
75,BC01C,59.2,59.65,BC01C_75,10.79,38.5046850719599,22.0030236812528,24.9240511403347,14.5682401064527,0.411048719780185,,,,,,,,,,,,2025-10-31 15:06:20.861549,2025-10-31 15:06:20.861550
76,BC01C,59.65,59.9,BC01C_76,10.79,38.5046850719599,22.0030236812528,24.9240511403347,14.5682401064527,0.411048719780185,,,,,,,,,,,,2025-10-31 15:06:20.861572,2025-10-31 15:06:20.861572
77,BC01C,59.9,60.25,BC01C_77,7.47,34.2616246289482,34.0196092545193,21.2400690823869,10.4786970341457,0.418315739959746,,,,,,,,,,,,2025-10-31 15:06:20.861594,2025-10-31 15:06:20.861595
78,BC01C,60.25,60.6,BC01C_78,7.47,34.2616246289482,34.0196092545193,21.2400690823869,10.4786970341457,0.418315739959746,,,,,,,,,,,,2025-10-31 15:06:20.861617,2025-10-31 15:06:20.861618
79,BC01C,60.6,60.9,BC01C_79,7.47,34.2616246289482,34.0196092545193,21.2400690823869,10.4786970341457,0.418315739959746,,,,,,,,,,,,2025-10-31 15:06:20.861640,2025-10-31 15:06:20.861640
80,BC01C,60.9,61.2,BC01C_80,7.47,34.2616246289482,34.0196092545193,21.2400690823869,10.4786970341457,0.418315739959746,,,,,,,,,,,,2025-10-31 15:06:20.861662,2025-10-31 15:06:20.861662
81,BC01C,61.2,61.5,BC01C_81,5.05,28.189237643156,51.7827407355202,15.6475651175563,4.38763758000317,0.358789106499071,,,,,,,,,,,,2025-10-31 15:06:20.861684,2025-10-31 15:06:20.861685
82,BC01C,61.5,61.8,BC01C_82,9.51,38.3869796162548,20.6773296407849,24.9779184635703,15.95777227939,0.428683364278992,,,,,,,,,,,,2025-10-31 15:06:20.861707,2025-10-31 15:06:20.861708
83,BC01C,61.8,62.05,BC01C_83,9.51,38.3869796162548,20.6773296407849,24.9779184635703,15.95777227939,0.428683364278992,,,,,,,,,,,,2025-10-31 15:06:20.861729,2025-10-31 15:06:20.861730
84,BC01C,62.05,62.5,BC01C_84,9.51,38.3869796162548,20.6773296407849,24.9779184635703,15.95777227939,0.428683364278992,,,,,,,,,,,,2025-10-31 15:06:20.861752,2025-10-31 15:06:20.861752
85,BC01C,62.5,62.75,BC01C_85,9.51,38.3869796162548,20.6773296407849,24.9779184635703,15.95777227939,0.428683364278992,,,,,,,,,,,,2025-10-31 15:06:20.861774,2025-10-31 15:06:20.861775
86,BC01C,62.75,62.95,BC01C_86,9.51,38.3869796162548,20.6773296407849,24.9779184635703,15.95777227939,0.428683364278992,,,,,,,,,,,,2025-10-31 15:06:20.861797,2025-10-31 15:06:20.861797
87,BC01C,62.95,63.15,BC01C_87,9.51,38.3869796162548,20.6773296407849,24.9779184635703,15.95777227939,0.428683364278992,,,,,,,,,,,,2025-10-31 15:06:20.861819,2025-10-31 15:06:20.861820
88,BC01C,63.15,63.5,BC01C_88,9.51,38.3869796162548,20.6773296407849,24.9779184635703,15.95777227939,0.428683364278992,,,,,,,,,,,,2025-10-31 15:06:20.861842,2025-10-31 15:06:20.861842
89,BC01C,63.5,63.7,BC01C_89,5.96,24.8322586692809,45.995140920267,19.8367669371768,9.33583347327531,0.326361003672189,,,,,,,,,,,,2025-10-31 15:06:20.861864,2025-10-31 15:06:20.861865
90,BC01C,63.7,64.2,BC01C_90,9.49,37.159268642032,23.0751165546459,24.2062497190893,15.5593650842329,0.47816165822818,,,,,,,,,,,,2025-10-31 15:06:20.861886,2025-10-31 15:06:20.861887
91,BC01C,64.2,64.4,BC01C_91,9.49,37.159268642032,23.0751165546459,24.2062497190893,15.5593650842329,0.47816165822818,,,,,,,,,,,,2025-10-31 15:06:20.861909,2025-10-31 15:06:20.861910
92,BC01C,64.4,64.7,BC01C_92,9.49,37.159268642032,23.0751165546459,24.2062497190893,15.5593650842329,0.47816165822818,,,,,,,,,,,,2025-10-31 15:06:20.861931,2025-10-31 15:06:20.861932
93,BC01C,64.7,64.95,BC01C_93,9.49,37.159268642032,23.0751165546459,24.2062497190893,15.5593650842329,0.47816165822818,,,,,,,,,,,,2025-10-31 15:06:20.861954,2025-10-31 15:06:20.861954
94,BC01C,64.95,65.2,BC01C_94,9.49,37.159268642032,23.0751165546459,24.2062497190893,15.5593650842329,0.47816165822818,,,,,,,,,,,,2025-10-31 15:06:20.861977,2025-10-31 15:06:20.861977
95,BC01C,65.2,65.7,BC01C_95,9.49,37.159268642032,23.0751165546459,24.2062497190893,15.5593650842329,0.47816165822818,,,,,,,,,,,,2025-10-31 15:06:20.862013,2025-10-31 15:06:20.862013
96,BC01C,65.7,66.0,BC01C_96,1.83,16.5219047553303,76.7497607679493,6.14398781000769,0.584346666712688,0.0670664904955394,,,,,,,,,,,,2025-10-31 15:06:20.862035,2025-10-31 15:06:20.862036
97,BC01C,73.0,73.3,BC01C_97,3.66,27.0110567063472,57.9678187638191,13.3861722000559,1.63495232977782,0.299486498691935,,,,,,,,,,,,2025-10-31 15:06:20.862058,2025-10-31 15:06:20.862059
98,BC01C,73.3,73.65,BC01C_98,7.58,34.5265677710735,29.8362430667218,23.544246229522,12.0929429326827,0.638086132964662,,,,,,,,,,,,2025-10-31 15:06:20.862092,2025-10-31 15:06:20.862093
99,BC01C,73.65,74.0,BC01C_99,7.58,34.5265677710735,29.8362430667218,23.544246229522,12.0929429326827,0.638086132964662,,,,,,,,,,,,2025-10-31 15:06:20.862115,2025-10-31 15:06:20.862116
100,BC01C,74.0,74.75,BC01C_100,7.58,34.5265677710735,29.8362430667218,23.544246229522,12.0929429326827,0.638086132964662,,,,,,,,,,,,2025-10-31 15:06:20.862138,2025-10-31 15:06:20.862139
101,BC01C,74.75,75.05,BC01C_101,4.4,27.3122943570808,53.6871393878601,15.8677261418492,3.13284011320982,0.178830003841157,,,,,,,,,,,,2025-10-31 15:06:20.862161,2025-10-31 15:06:20.862162
102,BC01C,75.05,75.8,BC01C_102,11.67,38.5530599669443,16.6766995249713,28.4806567053213,16.2834391087598,0.534678117393939,,,,,,,,,,,,2025-10-31 15:06:20.862183,2025-10-31 15:06:20.862184
103,BC01C,75.8,76.5,BC01C_103,11.67,38.5530599669443,16.6766995249713,28.4806567053213,16.2834391087598,0.534678117393939,,,,,,,,,,,,2025-10-31 15:06:20.862206,2025-10-31 15:06:20.862207
104,BC01C,76.5,77.0,BC01C_104,8.06,34.6960027579103,24.3257389726784,28.3354044033427,12.6493842657928,0.361963421737752,,,,,,,,,,,,2025-10-31 15:06:20.862228,2025-10-31 15:06:20.862229
105,BC01C,77.0,77.3,BC01C_105,8.06,34.6960027579103,24.3257389726784,28.3354044033427,12.6493842657928,0.361963421737752,,,,,,,,,,,,2025-10-31 15:06:20.862251,2025-10-31 15:06:20.862252
106,BC01C,77.3,77.6,BC01C_106,8.06,34.6960027579103,24.3257389726784,28.3354044033427,12.6493842657928,0.361963421737752,,,,,,,,,,,,2025-10-31 15:06:20.862273,2025-10-31 15:06:20.862274
107,BC01C,77.6,78.9,BC01C_107,8.06,34.6960027579103,24.3257389726784,28.3354044033427,12.6493842657928,0.361963421737752,,,,,,,,,,,,2025-10-31 15:06:20.862297,2025-10-31 15:06:20.862297
108,BC01C,78.9,79.1,BC01C_108,8.06,34.6960027579103,24.3257389726784,28.3354044033427,12.6493842657928,0.361963421737752,,,,,,,,,,,,2025-10-31 15:06:20.862320,2025-10-31 15:06:20.862321
109,BC01C,79.4,80.0,BC01C_109,12.08,39.6616538461434,9.88342110000171,31.0320114269285,19.4168797923111,0.363869325873235,,,,,,,,,,,,2025-10-31 15:06:20.862342,2025-10-31 15:06:20.862343
110,BC01C,80.0,80.6,BC01C_110,12.08,39.6616538461434,9.88342110000171,31.0320114269285,19.4168797923111,0.363869325873235,,,,,,,,,,,,2025-10-31 15:06:20.862365,2025-10-31 15:06:20.862366
111,BC01C,80.6,82.2,BC01C_111,12.08,39.6616538461434,9.88342110000171,31.0320114269285,19.4168797923111,0.363869325873235,,,,,,,,,,,,2025-10-31 15:06:20.862388,2025-10-31 15:06:20.862388
112,BC01C,82.2,82.6,BC01C_112,12.08,39.6616538461434,9.88342110000171,31.0320114269285,19.4168797923111,0.363869325873235,,,,,,,,,,,,2025-10-31 15:06:20.862410,2025-10-31 15:06:20.862411
113,BC01C,82.6,85.7,BC01C_113,12.08,39.6616538461434,9.88342110000171,31.0320114269285,19.4168797923111,0.363869325873235,,,,,,,,,,,,2025-10-31 15:06:20.862432,2025-10-31 15:06:20.862433
114,BC01C,85.7,86.4,BC01C_114,12.08,39.6616538461434,9.88342110000171,31.0320114269285,19.4168797923111,0.363869325873235,,,,,,,,,,,,2025-10-31 15:06:20.862454,2025-10-31 15:06:20.862455
115,BC01C,86.4,87.0,BC01C_115,12.08,39.6616538461434,9.88342110000171,31.0320114269285,19.4168797923111,0.363869325873235,,,,,,,,,,,,2025-10-31 15:06:20.862477,2025-10-31 15:06:20.862478
116,BC01C,87.0,88.0,BC01C_116,12.74,40.3940197504925,6.7295151701694,30.625552652197,22.2509124271412,0.387377393989179,,,,,,,,,,,,2025-10-31 15:06:20.862499,2025-10-31 15:06:20.862500
117,BC01C,88.0,91.2,BC01C_117,12.74,40.3940197504925,6.7295151701694,30.625552652197,22.2509124271412,0.387377393989179,,,,,,,,,,,,2025-10-31 15:06:20.862522,2025-10-31 15:06:20.862522
118,BC01C,91.2,92.1,BC01C_118,12.74,40.3940197504925,6.7295151701694,30.625552652197,22.2509124271412,0.387377393989179,,,,,,,,,,,,2025-10-31 15:06:20.862544,2025-10-31 15:06:20.862544
119,BC01C,92.1,92.3,BC01C_119,12.74,40.3940197504925,6.7295151701694,30.625552652197,22.2509124271412,0.387377393989179,,,,,,,,,,,,2025-10-31 15:06:20.862566,2025-10-31 15:06:20.862567
120,BC01C,92.3,94.5,BC01C_120,11.04,39.5600470793585,12.1242545558807,30.7458040507303,17.5698943140305,0.427550161566543,,,,,,,,,,,,2025-10-31 15:06:20.862588,2025-10-31 15:06:20.862589
121,BC01C,94.5,95.2,BC01C_121,11.04,39.5600470793585,12.1242545558807,30.7458040507303,17.5698943140305,0.427550161566543,,,,,,,,,,,,2025-10-31 15:06:20.862611,2025-10-31 15:06:20.862612
122,BC01C,95.2,97.7,BC01C_122,11.04,39.5600470793585,12.1242545558807,30.7458040507303,17.5698943140305,0.427550161566543,,,,,,,,,,,,2025-10-31 15:06:20.862634,2025-10-31 15:06:20.862634
123,BC01C,97.7,98.1,BC01C_123,6.39,24.1340178444214,40.8007252032702,24.8688689505987,10.1888014034942,0.480271135833735,,,,,,,,,,,,2025-10-31 15:06:20.862656,2025-10-31 15:06:20.862657
124,BC01C,98.1,99.5,BC01C_124,11.41,37.7720026238613,15.0965121634512,30.6659571069611,16.4655281057263,0.920179213937709,,,,,,,,,,,,2025-10-31 15:06:20.862678,2025-10-31 15:06:20.862679
125,BC01C,99.5,101.0,BC01C_125,11.41,37.7720026238613,15.0965121634512,30.6659571069611,16.4655281057263,0.920179213937709,,,,,,,,,,,,2025-10-31 15:06:20.862700,2025-10-31 15:06:20.862701
126,BC01C,101.0,101.7,BC01C_126,11.41,37.7720026238613,15.0965121634512,30.6659571069611,16.4655281057263,0.920179213937709,,,,,,,,,,,,2025-10-31 15:06:20.862723,2025-10-31 15:06:20.862723
127,BC01C,101.7,102.0,BC01C_127,11.41,37.7720026238613,15.0965121634512,30.6659571069611,16.4655281057263,0.920179213937709,,,,,,,,,,,,2025-10-31 15:06:20.862745,2025-10-31 15:06:20.862746
