sample_id,hole_id,depth_from,depth_to,sample_no,im,tm,ash,vm,fc,sulphur,gross_cv,net_cv,sg,rd,hgi,seam_quality_id,seam_73_id,seam_code_quality_original,analysis_date,lab_name,remarks,created_at,updated_at
4640,HS544C,135.0,135.6,HS544C_4640,5.44,30.06,45.628856,19.65314,4.658004,0.760050169204738,,,,2.01,,,,,,,,2025-10-31 15:06:20.968153,2025-10-31 15:06:20.968154
4641,HS544C,135.6,135.9,HS544C_4641,2.26,21.38,67.550304,9.725294,1.344402,0.153491594024964,,,,2.31,,,,,,,,2025-10-31 15:06:20.968176,2025-10-31 15:06:20.968176
4642,HS544C,135.9,136.7,HS544C_4642,1.48,16.88,76.836128,5.593976,0.698208,0.0467444539179862,,,,2.4,,,,,,,,2025-10-31 15:06:20.968198,2025-10-31 15:06:20.968198
4643,HS544C,136.7,137.0,HS544C_4643,2.4,24.79,63.439635,10.22856,1.541805,0.185458921106557,,,,2.31,,,,,,,,2025-10-31 15:06:20.968220,2025-10-31 15:06:20.968221
4644,HS544C,137.0,137.8,HS544C_4644,6.3,32.67,40.485529,19.842151,7.00232,0.577866731056563,,,,1.97,,,,,,,,2025-10-31 15:06:20.968242,2025-10-31 15:06:20.968243
4645,HS544C,137.8,138.1,HS544C_4645,2.06,19.75,72.7065,6.9978,0.5457,0.0869934909128038,,,,2.36,,,,,,,,2025-10-31 15:06:20.968265,2025-10-31 15:06:20.968266
4646,HS544C,138.75,139.0,HS544C_4646,2.06,19.75,72.7065,6.9978,0.5457,0.0869934909128038,,,,2.36,,,,,,,,2025-10-31 15:06:20.968289,2025-10-31 15:06:20.968290
4647,HS544C,139.0,139.65,HS544C_4647,5.81,30.19,37.341369,27.01647,5.452161,0.58949760802633,,,,1.79,,,,,,,,2025-10-31 15:06:20.968312,2025-10-31 15:06:20.968313
4648,HS544C,141.8,142.1,HS544C_4648,3.64,27.59,53.807871,15.271269,3.323619,0.61651449045247,,,,2.2,,,,,,,,2025-10-31 15:06:20.968334,2025-10-31 15:06:20.968335
4649,HS544C,142.1,143.6,HS544C_4649,8.77,35.34,25.67002,24.95876,14.03122,0.447594905184698,,,,1.58,,,,,,,,2025-10-31 15:06:20.968357,2025-10-31 15:06:20.968357
4650,HS544C,143.6,144.25,HS544C_4650,3.6,25.97,56.818025,13.806595,3.40538,0.187870323651452,,,,2.22,,,,,,,,2025-10-31 15:06:20.968379,2025-10-31 15:06:20.968380
4651,HS544C,144.25,144.8,HS544C_4651,6.01,30.31,42.476055,21.276357,5.937588,0.342785231407597,,,,1.96,,,,,,,,2025-10-31 15:06:20.968401,2025-10-31 15:06:20.968402
4652,HS544C,144.8,145.5,HS544C_4652,3.54,27.11,56.92709,12.879663,3.090536,0.634398409703504,,,,2.23,,,,,,,,2025-10-31 15:06:20.968424,2025-10-31 15:06:20.968424
4653,HS544C,145.5,145.8,HS544C_4653,7.03,31.12,42.588504,20.664,5.627496,1.02745814778961,,,,1.96,,,,,,,,2025-10-31 15:06:20.968446,2025-10-31 15:06:20.968447
4654,HS544C,145.8,146.1,HS544C_4654,3.22,29.11,56.251215,12.675132,1.956564,0.262237331060136,,,,2.22,,,,,,,,2025-10-31 15:06:20.968468,2025-10-31 15:06:20.968469
4655,HS544C,146.1,147.5,HS544C_4655,9.86,39.08,17.9714,26.847444,16.101156,0.630177998668738,,,,1.48,,,,,,,,2025-10-31 15:06:20.968490,2025-10-31 15:06:20.968491
4656,HS544C,147.5,147.8,HS544C_4656,9.86,39.08,17.9714,26.847444,16.101156,0.630177998668738,,,,1.48,,,,,,,,2025-10-31 15:06:20.968513,2025-10-31 15:06:20.968513
4657,HS544C,147.8,148.2,HS544C_4657,9.25,40.09,15.013446,27.300987,17.595567,0.613300155371901,,,,1.43,,,,,,,,2025-10-31 15:06:20.968535,2025-10-31 15:06:20.968536
4658,HS544C,148.2,149.0,HS544C_4658,9.25,40.09,15.013446,27.300987,17.595567,0.613300155371901,,,,1.43,,,,,,,,2025-10-31 15:06:20.968557,2025-10-31 15:06:20.968558
4659,HS544C,149.0,149.45,HS544C_4659,3.6,28.87,52.031595,14.688345,4.41006,0.275643507261411,,,,2.18,,,,,,,,2025-10-31 15:06:20.968579,2025-10-31 15:06:20.968580
4660,HS544C,149.45,150.6,HS544C_4660,4.64,31.78,44.458974,17.819064,5.941962,0.49390822147651,,,,1.98,,,,,,,,2025-10-31 15:06:20.968602,2025-10-31 15:06:20.968602
4661,HS544C,150.6,152.6,HS544C_4661,10.87,38.94,18.574452,27.025156,15.460392,0.42688564792999,,,,1.52,,,,,,,,2025-10-31 15:06:20.968624,2025-10-31 15:06:20.968625
4662,HS544C,152.6,153.25,HS544C_4662,5.09,28.72,44.956296,21.255696,5.06088,0.433951077863239,,,,1.96,,,,,,,,2025-10-31 15:06:20.968646,2025-10-31 15:06:20.968647
4663,HS544C,153.25,154.6,HS544C_4663,8.63,36.37,19.235349,28.767123,15.627528,0.507117938054066,,,,1.52,,,,,,,,2025-10-31 15:06:20.968669,2025-10-31 15:06:20.968669
4664,HS544C,154.6,155.9,HS544C_4664,9.97,38.97,14.52514,27.085114,19.425849,0.528770753082306,,,,1.41,,,,,,,,2025-10-31 15:06:20.968691,2025-10-31 15:06:20.968692
4665,HS544C,155.9,156.6,HS544C_4665,9.97,38.97,14.52514,27.085114,19.425849,0.528770753082306,,,,1.41,,,,,,,,2025-10-31 15:06:20.968713,2025-10-31 15:06:20.968714
4666,HS544C,156.6,158.6,HS544C_4666,11.34,43.58,9.890426,26.511758,20.017816,0.426726363636364,,,,1.36,,,,,,,,2025-10-31 15:06:20.968736,2025-10-31 15:06:20.968736
4667,HS544C,158.6,159.0,HS544C_4667,12.31,40.03,11.466264,27.238374,21.259365,0.369941518987342,,,,1.38,,,,,,,,2025-10-31 15:06:20.968758,2025-10-31 15:06:20.968758
4668,HS544C,159.0,160.4,HS544C_4668,12.31,40.03,11.466264,27.238374,21.259365,0.369941518987342,,,,1.38,,,,,,,,2025-10-31 15:06:20.968780,2025-10-31 15:06:20.968781
4669,HS544C,160.4,162.0,HS544C_4669,10.72,39.86,11.30632,27.520064,21.313616,0.329746111111111,,,,1.38,,,,,,,,2025-10-31 15:06:20.968802,2025-10-31 15:06:20.968803
4670,HS544C,162.0,163.0,HS544C_4670,11.27,37.59,13.830056,29.551135,19.022568,0.428478798602502,,,,1.41,,,,,,,,2025-10-31 15:06:20.968825,2025-10-31 15:06:20.968825
4671,HS544C,163.0,163.2,HS544C_4671,11.27,37.59,13.830056,29.551135,19.022568,0.428478798602502,,,,1.41,,,,,,,,2025-10-31 15:06:20.968847,2025-10-31 15:06:20.968847
4672,HS544C,163.2,163.65,HS544C_4672,11.27,37.59,13.830056,29.551135,19.022568,0.428478798602502,,,,1.41,,,,,,,,2025-10-31 15:06:20.968869,2025-10-31 15:06:20.968870
4673,HS544C,163.95,165.0,HS544C_4673,11.27,37.59,13.830056,29.551135,19.022568,0.428478798602502,,,,1.41,,,,,,,,2025-10-31 15:06:20.968891,2025-10-31 15:06:20.968892
4674,HS544C,165.0,165.5,HS544C_4674,9.94,37.4,13.53412,28.75218,20.31996,0.423971463468799,,,,1.41,,,,,,,,2025-10-31 15:06:20.968914,2025-10-31 15:06:20.968914
4675,HS544C,165.5,166.1,HS544C_4675,9.94,37.4,13.53412,28.75218,20.31996,0.423971463468799,,,,1.41,,,,,,,,2025-10-31 15:06:20.968936,2025-10-31 15:06:20.968936
4676,HS544C,166.1,166.4,HS544C_4676,9.94,37.4,13.53412,28.75218,20.31996,0.423971463468799,,,,1.41,,,,,,,,2025-10-31 15:06:20.968958,2025-10-31 15:06:20.968959
4677,HS544C,166.4,167.0,HS544C_4677,9.94,37.4,13.53412,28.75218,20.31996,0.423971463468799,,,,1.41,,,,,,,,2025-10-31 15:06:20.968981,2025-10-31 15:06:20.968981
4678,HS544C,167.0,169.0,HS544C_4678,8.81,35.65,26.505765,24.42726,13.416975,0.538559891435464,,,,1.6,,,,,,,,2025-10-31 15:06:20.969003,2025-10-31 15:06:20.969003
4679,HS544C,169.0,169.3,HS544C_4679,11.68,36.42,20.434612,27.129586,16.015802,0.884519316123188,,,,1.51,,,,,,,,2025-10-31 15:06:20.969025,2025-10-31 15:06:20.969026
4680,HS544C,169.3,170.2,HS544C_4680,11.68,36.42,20.434612,27.129586,16.015802,0.884519316123188,,,,1.51,,,,,,,,2025-10-31 15:06:20.969048,2025-10-31 15:06:20.969048
4681,HS544C,170.2,170.5,HS544C_4681,1.88,16.63,74.874597,7.828443,0.66696,0.0783118914594374,,,,2.33,,,,,,,,2025-10-31 15:06:20.969070,2025-10-31 15:06:20.969071
4682,HS544C,172.6,172.8,HS544C_4682,5.66,29.18,41.649242,22.258726,6.912032,0.806014776340895,,,,1.89,,,,,,,,2025-10-31 15:06:20.969092,2025-10-31 15:06:20.969093
4683,HS544C,172.8,173.0,HS544C_4683,3.9,24.12,60.47636,12.48226,2.92138,0.444975796045786,,,,2.21,,,,,,,,2025-10-31 15:06:20.969115,2025-10-31 15:06:20.969115
4684,HS544C,173.0,173.35,HS544C_4684,8.02,30.83,35.83006,23.37946,9.96048,0.845335909980431,,,,1.75,,,,,,,,2025-10-31 15:06:20.969137,2025-10-31 15:06:20.969138
4685,HS544C,173.35,173.85,HS544C_4685,2.86,24.06,64.002232,10.373404,1.564364,0.410000951204447,,,,2.27,,,,,,,,2025-10-31 15:06:20.969160,2025-10-31 15:06:20.969160
4686,HS544C,173.85,174.15,HS544C_4686,7.57,30.9,35.00606,23.61838,10.47556,1.22949107432652,,,,1.79,,,,,,,,2025-10-31 15:06:20.969182,2025-10-31 15:06:20.969183
4687,HS544C,174.15,174.65,HS544C_4687,4.0,23.25,57.401325,19.20285,0.13815,0.530190598958333,,,,2.17,,,,,,,,2025-10-31 15:06:20.969205,2025-10-31 15:06:20.969205
4688,HS544C,174.65,175.0,HS544C_4688,8.25,35.78,22.31645,26.497172,15.406378,0.711424610354223,,,,1.56,,,,,,,,2025-10-31 15:06:20.969227,2025-10-31 15:06:20.969228
4689,HS544C,175.0,175.95,HS544C_4689,8.25,35.78,22.31645,26.497172,15.406378,0.711424610354223,,,,1.56,,,,,,,,2025-10-31 15:06:20.969250,2025-10-31 15:06:20.969250
4690,HS544C,175.95,176.3,HS544C_4690,6.36,32.7,37.51975,22.87527,6.90498,0.70289114694575,,,,1.8,,,,,,,,2025-10-31 15:06:20.969272,2025-10-31 15:06:20.969273
4691,HS544C,176.3,177.85,HS544C_4691,11.44,37.44,15.564928,28.977792,18.01728,0.65017613369467,,,,1.43,,,,,,,,2025-10-31 15:06:20.969294,2025-10-31 15:06:20.969295
4692,HS544C,177.85,178.0,HS544C_4692,11.44,37.44,15.564928,28.977792,18.01728,0.65017613369467,,,,1.43,,,,,,,,2025-10-31 15:06:20.969317,2025-10-31 15:06:20.969318
4693,HS544C,178.0,178.8,HS544C_4693,9.69,37.77,21.319998,26.285952,14.62405,0.669859678883844,,,,1.55,,,,,,,,2025-10-31 15:06:20.969339,2025-10-31 15:06:20.969340
4694,HS544C,178.8,179.0,HS544C_4694,9.69,37.77,21.319998,26.285952,14.62405,0.669859678883844,,,,1.55,,,,,,,,2025-10-31 15:06:20.969362,2025-10-31 15:06:20.969362
4695,HS544C,179.0,179.4,HS544C_4695,9.69,37.77,21.319998,26.285952,14.62405,0.669859678883844,,,,1.55,,,,,,,,2025-10-31 15:06:20.969394,2025-10-31 15:06:20.969395
4696,HS544C,179.4,179.6,HS544C_4696,9.69,37.77,21.319998,26.285952,14.62405,0.669859678883844,,,,1.55,,,,,,,,2025-10-31 15:06:20.969417,2025-10-31 15:06:20.969418
4697,HS544C,179.6,181.2,HS544C_4697,9.97,38.23,13.910604,29.173971,18.685425,0.479834135288237,,,,1.42,,,,,,,,2025-10-31 15:06:20.969439,2025-10-31 15:06:20.969440
4698,HS544C,181.5,182.2,HS544C_4698,9.27,36.84,18.493248,27.796716,16.870036,0.629469837980822,,,,1.49,,,,,,,,2025-10-31 15:06:20.969462,2025-10-31 15:06:20.969463
4699,HS544C,182.2,183.3,HS544C_4699,9.27,36.84,18.493248,27.796716,16.870036,0.629469837980822,,,,1.49,,,,,,,,2025-10-31 15:06:20.969485,2025-10-31 15:06:20.969485
4700,HS544C,183.3,184.25,HS544C_4700,8.81,29.99,22.158165,31.490498,16.368338,0.494100622875315,,,,1.51,,,,,,,,2025-10-31 15:06:20.969507,2025-10-31 15:06:20.969508
4701,HS544C,184.25,186.1,HS544C_4701,7.44,33.97,23.876448,27.184551,14.969001,0.505183716508211,,,,1.54,,,,,,,,2025-10-31 15:06:20.969529,2025-10-31 15:06:20.969530
4702,HS544C,186.1,186.2,HS544C_4702,7.93,35.95,18.84351,28.36134,16.84515,0.528442065819485,,,,1.5,,,,,,,,2025-10-31 15:06:20.969552,2025-10-31 15:06:20.969552
4703,HS544C,186.2,187.1,HS544C_4703,7.93,35.95,18.84351,28.36134,16.84515,0.528442065819485,,,,1.5,,,,,,,,2025-10-31 15:06:20.969574,2025-10-31 15:06:20.969574
4704,HS544C,187.1,187.4,HS544C_4704,7.6,35.59,26.285721,25.931466,12.192813,0.406612522727273,,,,1.61,,,,,,,,2025-10-31 15:06:20.969596,2025-10-31 15:06:20.969597
4705,HS544C,187.7,187.9,HS544C_4705,8.96,34.12,19.56636,29.71188,16.60176,0.468606234622144,,,,1.47,,,,,,,,2025-10-31 15:06:20.969618,2025-10-31 15:06:20.969619
4706,HS544C,187.9,189.1,HS544C_4706,8.96,34.12,19.56636,29.71188,16.60176,0.468606234622144,,,,1.47,,,,,,,,2025-10-31 15:06:20.969641,2025-10-31 15:06:20.969641
4707,HS544C,189.1,190.5,HS544C_4707,8.06,33.76,20.673504,29.1456,16.420896,0.608357554927126,,,,1.54,,,,,,,,2025-10-31 15:06:20.969663,2025-10-31 15:06:20.969664
4708,HS544C,190.5,191.0,HS544C_4708,8.06,33.76,20.673504,29.1456,16.420896,0.608357554927126,,,,1.54,,,,,,,,2025-10-31 15:06:20.969685,2025-10-31 15:06:20.969686
4709,HS544C,191.0,191.1,HS544C_4709,8.06,33.76,20.673504,29.1456,16.420896,0.608357554927126,,,,1.54,,,,,,,,2025-10-31 15:06:20.969707,2025-10-31 15:06:20.969708
4710,HS544C,191.1,192.3,HS544C_4710,6.82,35.16,24.781848,26.668692,13.382976,0.577972264434428,,,,1.58,,,,,,,,2025-10-31 15:06:20.969730,2025-10-31 15:06:20.969730
4711,HS544C,192.3,192.9,HS544C_4711,6.23,33.45,32.66274,24.164305,9.7163,0.469455353524581,,,,1.75,,,,,,,,2025-10-31 15:06:20.969752,2025-10-31 15:06:20.969753
4712,HS544C,192.9,193.0,HS544C_4712,6.23,33.45,32.66274,24.164305,9.7163,0.469455353524581,,,,1.75,,,,,,,,2025-10-31 15:06:20.969774,2025-10-31 15:06:20.969775
4713,HS544C,193.0,195.0,HS544C_4713,9.38,34.52,25.222896,26.165808,14.091296,0.562996490840874,,,,1.56,,,,,,,,2025-10-31 15:06:20.969797,2025-10-31 15:06:20.969797
4714,HS544C,195.0,195.1,HS544C_4714,9.38,34.52,25.222896,26.165808,14.091296,0.562996490840874,,,,1.56,,,,,,,,2025-10-31 15:06:20.969819,2025-10-31 15:06:20.969820
4715,HS544C,195.1,196.0,HS544C_4715,8.34,33.42,31.931768,23.755744,10.892488,0.653131931049531,,,,1.71,,,,,,,,2025-10-31 15:06:20.969841,2025-10-31 15:06:20.969842
4716,HS544C,196.0,197.1,HS544C_4716,8.34,33.42,31.931768,23.755744,10.892488,0.653131931049531,,,,1.71,,,,,,,,2025-10-31 15:06:20.969864,2025-10-31 15:06:20.969864
4717,HS544C,197.1,198.1,HS544C_4717,8.26,32.14,33.502482,23.472774,10.884744,0.504874257684761,,,,1.73,,,,,,,,2025-10-31 15:06:20.969886,2025-10-31 15:06:20.969886
4718,HS544C,198.1,199.1,HS544C_4718,8.26,32.14,33.502482,23.472774,10.884744,0.504874257684761,,,,1.73,,,,,,,,2025-10-31 15:06:20.969908,2025-10-31 15:06:20.969909
4719,HS544C,199.1,200.15,HS544C_4719,5.91,30.65,39.578045,22.55262,7.219335,0.437231517695823,,,,1.87,,,,,,,,2025-10-31 15:06:20.969930,2025-10-31 15:06:20.969931
4720,HS544C,200.15,200.4,HS544C_4720,4.61,26.6,54.12516,18.08576,1.18908,0.26882297934794,,,,2.17,,,,,,,,2025-10-31 15:06:20.969953,2025-10-31 15:06:20.969953
4721,HS544C,200.4,200.95,HS544C_4721,3.46,23.59,61.311384,13.432878,1.665738,0.203308853325047,,,,2.28,,,,,,,,2025-10-31 15:06:20.969975,2025-10-31 15:06:20.969976
4722,HS544C,200.95,202.3,HS544C_4722,7.31,34.09,28.01175,25.401714,12.496536,0.490126072931276,,,,1.63,,,,,,,,2025-10-31 15:06:20.969997,2025-10-31 15:06:20.969998
4723,HS544C,202.3,204.4,HS544C_4723,7.53,31.04,34.58344,24.8256,9.55096,0.401022498107494,,,,1.76,,,,,,,,2025-10-31 15:06:20.970020,2025-10-31 15:06:20.970020
4724,HS544C,204.4,205.2,HS544C_4724,7.31,31.24,26.637624,27.338976,14.7834,0.463345517315784,,,,1.57,,,,,,,,2025-10-31 15:06:20.970042,2025-10-31 15:06:20.970043
4725,HS544C,205.2,205.75,HS544C_4725,5.61,26.18,48.256134,19.067706,6.49616,0.427223767348236,,,,1.98,,,,,,,,2025-10-31 15:06:20.970064,2025-10-31 15:06:20.970065
4726,HS544C,205.75,206.75,HS544C_4726,6.67,32.33,32.474833,24.300297,10.89487,0.507325608057431,,,,1.71,,,,,,,,2025-10-31 15:06:20.970087,2025-10-31 15:06:20.970087
4727,HS544C,206.75,207.05,HS544C_4727,5.4,28.08,45.99284,21.331472,4.595688,0.29516089640592,,,,1.99,,,,,,,,2025-10-31 15:06:20.970109,2025-10-31 15:06:20.970110
4728,HS544C,207.05,207.3,HS544C_4728,7.4,33.08,32.48966,23.22124,11.2091,0.380013097192225,,,,1.67,,,,,,,,2025-10-31 15:06:20.970131,2025-10-31 15:06:20.970132
4729,HS544C,207.3,207.7,HS544C_4729,2.98,21.64,64.733196,12.349536,1.285104,0.141414681508967,,,,2.27,,,,,,,,2025-10-31 15:06:20.970154,2025-10-31 15:06:20.970154
4730,HS544C,207.7,207.9,HS544C_4730,5.43,29.3,45.43889,20.32625,4.93486,0.353619615099926,,,,1.99,,,,,,,,2025-10-31 15:06:20.970176,2025-10-31 15:06:20.970177
4731,HS544C,207.9,208.6,HS544C_4731,3.63,24.39,57.849211,14.789316,2.963912,0.231953309121096,,,,2.22,,,,,,,,2025-10-31 15:06:20.970198,2025-10-31 15:06:20.970199
4732,HS544C,208.6,210.3,HS544C_4732,5.8,29.05,34.914495,24.90345,11.132055,0.510975573248408,,,,1.68,,,,,,,,2025-10-31 15:06:20.970221,2025-10-31 15:06:20.970221
4733,HS544C,210.3,210.8,HS544C_4733,3.35,23.29,58.614111,15.142554,2.953335,0.237225575788929,,,,2.2,,,,,,,,2025-10-31 15:06:20.970243,2025-10-31 15:06:20.970244
4734,HS544C,210.8,212.35,HS544C_4734,5.46,29.72,36.33476,24.337964,9.600248,0.468610150200973,,,,1.77,,,,,,,,2025-10-31 15:06:20.970266,2025-10-31 15:06:20.970267
4735,HS544C,212.35,214.35,HS544C_4735,8.41,32.05,33.64884,24.13584,10.172115,0.441441303635768,,,,1.72,,,,,,,,2025-10-31 15:06:20.970289,2025-10-31 15:06:20.970289
4736,HS544C,214.35,215.0,HS544C_4736,7.32,41.32,21.459276,23.994252,13.226472,0.514247764350453,,,,1.54,,,,,,,,2025-10-31 15:06:20.970311,2025-10-31 15:06:20.970312
4737,HS544C,215.0,216.35,HS544C_4737,7.32,41.32,21.459276,23.994252,13.226472,0.514247764350453,,,,1.54,,,,,,,,2025-10-31 15:06:20.970334,2025-10-31 15:06:20.970334
4738,HS544C,216.35,218.4,HS544C_4738,10.81,35.21,25.132041,26.680522,12.977437,0.678155673281758,,,,1.58,,,,,,,,2025-10-31 15:06:20.970356,2025-10-31 15:06:20.970357
4739,HS544C,218.4,220.4,HS544C_4739,8.16,32.81,23.187269,27.507586,16.488426,0.74315768728223,,,,1.55,,,,,,,,2025-10-31 15:06:20.970379,2025-10-31 15:06:20.970379
4740,HS544C,220.4,222.4,HS544C_4740,7.27,33.56,27.811784,25.267132,13.361084,0.62585290628707,,,,1.6,,,,,,,,2025-10-31 15:06:20.970401,2025-10-31 15:06:20.970402
4741,HS544C,222.4,224.5,HS544C_4741,7.06,32.83,28.446495,25.820148,12.903357,0.652410487411233,,,,1.62,,,,,,,,2025-10-31 15:06:20.970424,2025-10-31 15:06:20.970424
4742,HS544C,224.5,226.5,HS544C_4742,9.84,34.21,17.658036,28.519965,19.60542,0.778373924134871,,,,1.47,,,,,,,,2025-10-31 15:06:20.970446,2025-10-31 15:06:20.970447
4743,HS544C,226.5,228.4,HS544C_4743,8.31,34.96,22.803024,26.3412,15.889272,0.712822510633657,,,,1.54,,,,,,,,2025-10-31 15:06:20.970468,2025-10-31 15:06:20.970469
4744,HS544C,228.4,228.7,HS544C_4744,5.42,25.38,47.525478,22.42331,4.671212,0.495097151617678,,,,2.01,,,,,,,,2025-10-31 15:06:20.970491,2025-10-31 15:06:20.970491
4745,HS544C,228.7,229.0,HS544C_4745,7.42,32.97,22.897448,28.266551,15.866001,0.719750734499892,,,,1.55,,,,,,,,2025-10-31 15:06:20.970513,2025-10-31 15:06:20.970514
4746,HS544C,229.0,230.5,HS544C_4746,7.42,32.97,22.897448,28.266551,15.866001,0.719750734499892,,,,1.55,,,,,,,,2025-10-31 15:06:20.970536,2025-10-31 15:06:20.970536
4747,HS544C,230.5,232.4,HS544C_4747,9.1,37.3,16.15152,27.54411,19.00437,0.667158349834983,,,,1.44,,,,,,,,2025-10-31 15:06:20.970558,2025-10-31 15:06:20.970558
4748,HS544C,232.4,234.2,HS544C_4748,8.75,36.14,15.856438,28.711456,19.292106,0.713692361643836,,,,1.43,,,,,,,,2025-10-31 15:06:20.970580,2025-10-31 15:06:20.970581
4749,HS544C,234.2,236.15,HS544C_4749,8.37,33.9,24.26531,26.36729,15.4674,0.776420713740042,,,,1.55,,,,,,,,2025-10-31 15:06:20.970602,2025-10-31 15:06:20.970603
4750,HS544C,236.15,236.7,HS544C_4750,7.95,35.12,24.634936,25.711944,14.539608,0.727670961434003,,,,1.59,,,,,,,,2025-10-31 15:06:20.970625,2025-10-31 15:06:20.970625
4751,HS544C,236.7,237.0,HS544C_4751,7.95,35.12,24.634936,25.711944,14.539608,0.727670961434003,,,,1.59,,,,,,,,2025-10-31 15:06:20.970647,2025-10-31 15:06:20.970648
4752,HS544C,237.0,237.8,HS544C_4752,7.95,35.12,24.634936,25.711944,14.539608,0.727670961434003,,,,1.59,,,,,,,,2025-10-31 15:06:20.970669,2025-10-31 15:06:20.970670
4753,HS544C,237.8,238.1,HS544C_4753,5.61,25.54,51.168912,17.788494,5.502594,0.446121027651234,,,,2.11,,,,,,,,2025-10-31 15:06:20.970692,2025-10-31 15:06:20.970692
4754,HS544C,238.1,238.8,HS544C_4754,5.1,26.67,46.300562,21.969668,5.05977,0.588231778714436,,,,,,,,,,,,2025-10-31 15:06:20.970714,2025-10-31 15:06:20.970714
4755,HS544C,238.8,239.8,HS544C_4755,7.68,31.68,31.037776,25.394544,11.894512,0.773188214904679,,,,1.67,,,,,,,,2025-10-31 15:06:20.970736,2025-10-31 15:06:20.970737
4756,HS544C,239.8,240.1,HS544C_4756,8.74,26.2,30.39822,29.38716,14.00724,1.00526824457594,,,,1.68,,,,,,,,2025-10-31 15:06:20.970759,2025-10-31 15:06:20.970759
4757,HS544C,240.1,240.4,HS544C_4757,7.76,37.16,22.075692,25.85866,14.905648,0.757976843018213,,,,1.57,,,,,,,,2025-10-31 15:06:20.970781,2025-10-31 15:06:20.970781
4758,HS544C,240.4,240.8,HS544C_4758,8.74,26.2,30.39822,29.38716,14.00724,1.00526824457594,,,,1.68,,,,,,,,2025-10-31 15:06:20.970803,2025-10-31 15:06:20.970804
4759,HS544C,240.8,242.1,HS544C_4759,7.76,37.16,22.075692,25.85866,14.905648,0.757976843018213,,,,1.57,,,,,,,,2025-10-31 15:06:20.970826,2025-10-31 15:06:20.970826
4760,HS544C,242.1,244.1,HS544C_4760,9.04,37.72,17.114544,27.085572,18.079884,0.990755936675462,,,,1.48,,,,,,,,2025-10-31 15:06:20.970849,2025-10-31 15:06:20.970849
4761,HS544C,244.1,246.1,HS544C_4761,9.74,35.94,18.603024,27.507364,17.949612,1.07041094615555,,,,1.5,,,,,,,,2025-10-31 15:06:20.970871,2025-10-31 15:06:20.970872
4762,HS544C,246.1,246.9,HS544C_4762,8.97,36.38,22.992268,25.467086,15.167008,0.940217356915303,,,,1.54,,,,,,,,2025-10-31 15:06:20.970894,2025-10-31 15:06:20.970895
4763,HS544C,246.9,247.25,HS544C_4763,3.34,21.43,57.568239,16.900407,4.101354,0.513525586592179,,,,,,,,,,,,2025-10-31 15:06:20.970916,2025-10-31 15:06:20.970917
4764,HS544C,248.0,248.3,HS544C_4764,7.35,28.3,35.18319,25.90521,10.6116,1.55371926605505,,,,,,,,,,,,2025-10-31 15:06:20.970939,2025-10-31 15:06:20.970940
4765,HS544C,249.5,250.0,HS544C_4765,5.68,28.63,40.580982,23.245209,7.543809,1.02378721374046,,,,1.82,,,,,,,,2025-10-31 15:06:20.970961,2025-10-31 15:06:20.970962
4766,HS544C,257.5,257.75,HS544C_4766,6.06,28.92,43.444096,21.523024,6.11288,1.55098769427294,,,,1.97,,,,,,,,2025-10-31 15:06:20.970987,2025-10-31 15:06:20.970988
4767,HS544C,259.5,259.8,HS544C_4767,4.32,27.46,44.14059,21.54438,6.85503,0.995302173913043,,,,1.97,,,,,,,,2025-10-31 15:06:20.971010,2025-10-31 15:06:20.971010
4768,HS544C,267.2,268.3,HS544C_4768,7.52,31.15,36.111825,22.231665,10.50651,0.981827205882353,,,,1.79,,,,,,,,2025-10-31 15:06:20.971043,2025-10-31 15:06:20.971044
4769,HS552C,92.4,93.3,HS552C_4769,6.93,36.6,33.20258,22.43092,7.77284,0.6,,,,,,,,,,,,2025-10-31 15:06:20.971066,2025-10-31 15:06:20.971066
4770,HS552C,93.3,93.6,HS552C_4770,4.21,30.75,46.74375,17.5064,4.99985,0.4,,,,,,,,,,,,2025-10-31 15:06:20.971088,2025-10-31 15:06:20.971089
4771,HS552C,93.8,96.6,HS552C_4771,5.15,32.32,42.679008,20.852208,4.148784,0.39,,,,,,,,,,,,2025-10-31 15:06:20.971111,2025-10-31 15:06:20.971111
4772,HS552C,96.6,98.0,HS552C_4772,4.96,30.97,45.621927,20.43288,2.975193,0.42,,,,,,,,,,,,2025-10-31 15:06:20.971133,2025-10-31 15:06:20.971134
4773,HS552C,98.6,98.7,HS552C_4773,5.88,31.67,41.995618,21.715274,4.619108,0.35,,,,,,,,,,,,2025-10-31 15:06:20.971155,2025-10-31 15:06:20.971156
4774,HS552C,98.7,100.0,HS552C_4774,5.88,31.67,41.995618,21.715274,4.619108,0.35,,,,,,,,,,,,2025-10-31 15:06:20.971178,2025-10-31 15:06:20.971179
4775,HS552C,100.0,100.8,HS552C_4775,5.88,31.67,41.995618,21.715274,4.619108,0.35,,,,,,,,,,,,2025-10-31 15:06:20.971447,2025-10-31 15:06:20.971449
4776,HS552C,100.8,102.0,HS552C_4776,6.95,36.71,27.860258,24.271715,11.158027,0.4,,,,,,,,,,,,2025-10-31 15:06:20.971521,2025-10-31 15:06:20.971522
4777,HS552C,102.0,102.5,HS552C_4777,6.95,36.71,27.860258,24.271715,11.158027,0.4,,,,,,,,,,,,2025-10-31 15:06:20.971553,2025-10-31 15:06:20.971554
