sample_id,hole_id,depth_from,depth_to,sample_no,im,tm,ash,vm,fc,sulphur,gross_cv,net_cv,sg,rd,hgi,seam_code_quality,seam_code_73,quality_seam_label,seam_label_73
1271,HPC8C,142.6,144.4,66,10.63,40.5,19.90275,26.3823,13.209,0.557250755287009,2479.86572675394,0.0,1.3,0.0,0.0,0.0,26,"",G1b
1272,HPC8C,144.4,145.0,67,7.28,28.57,40.107945,23.157606,8.164449,0.524631471095772,1808.645811044,0.0,1.56,0.0,0.0,0.0,26,"",G1b
1273,HPC8C,145.0,145.2,67,7.28,28.57,40.107945,23.157606,8.164449,0.524631471095772,1808.645811044,0.0,1.56,0.0,0.0,0.0,27,"",G1a
1274,HPC8C,145.2,146.0,68,8.13,28.66,39.993204,23.513664,7.840266,0.479120278654621,1792.26704691412,0.0,1.54,0.0,0.0,0.0,27,"",G1a
1275,HPC8C,146.0,147.4,69,4.56,23.81,55.84727,16.700848,3.634263,0.283397422464375,859.572322925398,0.0,1.75,0.0,0.0,0.0,0.0,"",""
1276,HPC8C,147.4,148.0,70,8.83,32.6,26.95326,28.6787,11.76804,0.584769112646704,2520.24398376659,0.0,1.36,0.0,0.0,0.0,29,"",F2c1
1277,HPC8C,148.0,148.4,70,8.83,32.6,26.95326,28.6787,11.76804,0.584769112646704,2520.24398376659,0.0,1.36,0.0,0.0,0.0,29,"",F2c1
1278,HPC8C,148.4,149.4,70,8.83,32.6,26.95326,28.6787,11.76804,0.584769112646704,2520.24398376659,0.0,1.36,0.0,0.0,0.0,30,"",F2b
1279,HPC8C,149.4,150.8,71,10.73,34.99,19.912563,31.367325,13.730112,0.612449983197043,2895.88344908704,0.0,1.34,0.0,0.0,0.0,30,"",F2b
1280,HPC8C,150.8,151.4,71,10.73,34.99,19.912563,31.367325,13.730112,0.612449983197043,2895.88344908704,0.0,1.34,0.0,0.0,0.0,31,"",F2a2
1281,HPC8C,151.4,153.0,72,13.45,35.46,17.367714,32.676602,14.495684,0.562254881571346,3030.17350664356,0.0,1.32,0.0,0.0,0.0,31,"",F2a2
1282,HPC8C,153.0,153.4,72,13.45,35.46,17.367714,32.676602,14.495684,0.562254881571346,3030.17350664356,0.0,1.32,0.0,0.0,0.0,32,"",F2a1
1283,HPC8C,153.4,154.2,73,14.85,36.27,14.179925,33.936225,15.61385,0.604742689371697,3227.76919788608,0.0,1.28,0.0,0.0,0.0,32,"",F2a1
1284,HPC8C,154.2,154.8,73,14.85,36.27,14.179925,33.936225,15.61385,0.604742689371697,3227.76919788608,0.0,1.28,0.0,0.0,0.0,32,"",F2a1
1285,HPC8C,154.8,155.4,73,14.85,36.27,14.179925,33.936225,15.61385,0.604742689371697,3227.76919788608,0.0,1.28,0.0,0.0,0.0,33,"",F1b
1286,HPC8C,155.4,156.9,74,12.72,39.68,9.976928,34.056672,16.2864,0.642040329972502,3319.36923923006,0.0,1.22,0.0,0.0,0.0,33,"",F1b
1287,HPC8C,156.9,157.4,74,12.72,39.68,9.976928,34.056672,16.2864,0.642040329972502,3319.36923923006,0.0,1.22,0.0,0.0,0.0,34,"",F1a
1288,HPC8C,157.4,159.4,75,10.22,39.05,9.794665,35.247385,15.901855,0.430411004678102,3290.25452216529,0.0,1.21,0.0,0.0,0.0,34,"",F1a
1289,HPC8C,159.4,160.0,76,14.64,41.22,6.695042,33.692696,18.392262,0.503376054358013,3385.15920571696,0.0,1.21,0.0,0.0,0.0,34,"",F1a
1290,HPC8C,160.0,161.4,76,14.64,41.22,6.695042,33.692696,18.392262,0.503376054358013,3385.15920571696,0.0,1.21,0.0,0.0,0.0,35,"",E2e
1291,HPC8C,161.4,163.0,77,14.9,41.84,7.47356,32.16248,18.52396,0.497537955346651,3210.04244418331,0.0,1.2,0.0,0.0,0.0,35,"",E2e
1292,HPC8C,163.0,163.4,77,14.9,41.84,7.47356,32.16248,18.52396,0.497537955346651,3210.04244418331,0.0,1.2,0.0,0.0,0.0,36,"",E2d2
1293,HPC8C,163.4,165.4,78,13.35,40.32,6.791584,33.277568,19.610848,0.57028320830929,3409.68748759377,0.0,1.21,0.0,0.0,0.0,36,"",E2d2
1294,HPC8C,165.4,167.4,79,14.61,41.63,9.893715,30.206475,18.26981,0.813447710504743,3055.36428621618,0.0,1.21,0.0,0.0,0.0,36,"",E2d2
1295,HPC8C,167.4,168.45,80,15.13,38.53,9.878229,35.025606,16.566165,0.73152704135737,3424.85750795334,0.0,1.23,0.0,0.0,0.0,37,"",E2d1
1296,HPC8C,168.45,169.0,81,13.22,40.32,7.591296,34.244384,17.838352,0.804627794422678,3447.43122378428,0.0,1.19,0.0,0.0,0.0,37,"",E2d1
1297,HPC8C,169.0,169.5,81,13.22,40.32,7.591296,34.244384,17.838352,0.804627794422678,3447.43122378428,0.0,1.19,0.0,0.0,0.0,38,"",E2c
1298,HPC8C,169.9,171.3,82,16.56,37.17,9.839178,36.69272,16.298102,0.746219199424736,3557.99723873442,0.0,1.23,0.0,0.0,0.0,38,"",E2c
1299,HPC8C,171.3,171.9,82,16.56,37.17,9.839178,36.69272,16.298102,0.746219199424736,3557.99723873442,0.0,1.23,0.0,0.0,0.0,39,"",E2b
1300,HPC8C,171.9,172.7,83,10.93,37.1,9.72434,36.482,16.69366,0.720309868642641,3526.65830245874,0.0,1.21,0.0,0.0,0.0,39,"",E2b
1301,HPC8C,172.7,173.9,83,10.93,37.1,9.72434,36.482,16.69366,0.720309868642641,3526.65830245874,0.0,1.21,0.0,0.0,0.0,40,"",E2a
1302,HPC8C,173.9,175.2,84,10.89,36.89,14.439568,34.035223,14.635209,1.17565480866345,3222.98683537201,0.0,1.27,0.0,0.0,0.0,40,"",E2a
1303,HPC8C,175.2,175.9,84,10.89,36.89,14.439568,34.035223,14.635209,1.17565480866345,3222.98683537201,0.0,1.27,0.0,0.0,0.0,0.0,"",""
1304,HPC8C,175.9,177.5,85,11.52,36.57,16.840665,32.939199,13.650136,0.752729430379747,3074.78502147378,0.0,1.3,0.0,0.0,0.0,0.0,"",""
1305,HPC8C,178.0,179.6,86,12.25,39.33,9.579793,33.617247,17.47296,0.649220854700855,3283.05247635328,0.0,1.23,0.0,0.0,0.0,0.0,"",""
1306,HPC8C,180.9,182.9,87,12.73,43.51,9.541161,29.233575,17.709615,0.802653832932279,2938.34091096597,0.0,1.2,0.0,0.0,0.0,0.0,"",""
1307,HPC8C,182.9,184.9,88,10.5,41.53,8.636019,33.474075,16.354059,0.672894972067039,3237.94447374302,0.0,1.2,0.0,0.0,0.0,0.0,"",""
1308,HPC8C,184.9,186.9,89,17.78,41.09,8.465367,34.297402,16.147231,0.684966674774994,3306.19657261007,0.0,1.21,0.0,0.0,0.0,0.0,"",""
1309,HPC8C,186.9,188.9,90,10.96,38.41,11.609715,35.389614,14.590671,0.620465296495957,3231.00558962264,0.0,1.23,0.0,0.0,0.0,0.0,"",""
1310,HPC8C,188.9,190.9,91,11.61,38.16,15.014752,32.490736,14.340696,0.846548252064713,3301.13939585926,0.0,1.27,0.0,0.0,0.0,0.0,"",""
1311,HPC8C,190.9,192.9,92,7.35,38.58,17.357292,31.133798,12.92891,0.848543982730707,3221.29172369131,0.0,1.27,0.0,0.0,0.0,0.0,"",""
1312,HPC8C,192.9,193.9,93,9.98,38.73,14.839594,33.404404,13.026002,1.0277460564319,3066.09318706954,0.0,1.26,0.0,0.0,0.0,0.0,"",""
1313,HPC8C,193.9,194.0,93,9.98,38.73,14.839594,33.404404,13.026002,1.0277460564319,3066.09318706954,0.0,1.26,0.0,0.0,0.0,0.0,"",""
1314,HPC8C,194.0,194.3,93,9.98,38.73,14.839594,33.404404,13.026002,1.0277460564319,3066.09318706954,0.0,1.26,0.0,0.0,0.0,41,"",E1c3
1315,HPC8C,194.3,195.1,93,9.98,38.73,14.839594,33.404404,13.026002,1.0277460564319,3066.09318706954,0.0,1.26,0.0,0.0,0.0,42,"",E1c2
1316,HPC8C,195.1,195.6,94,8.0,33.85,24.02568,31.785075,10.339245,1.50994565217391,2758.31119565217,0.0,1.36,0.0,0.0,0.0,42,"",E1c2
1317,HPC8C,195.6,196.8,95,10.9,37.98,17.998204,30.892162,13.129634,1.07195061728395,2869.61876318743,0.0,1.29,0.0,0.0,0.0,42,"",E1c2
1318,HPC8C,196.8,197.6,95,10.9,37.98,17.998204,30.892162,13.129634,1.07195061728395,2869.61876318743,0.0,1.29,0.0,0.0,0.0,43,"",E1c1
1319,HPC8C,197.6,198.1,96,12.48,39.33,14.37879,31.317854,14.973356,0.845719835466179,3028.64057701097,0.0,1.29,0.0,0.0,0.0,43,"",E1c1
1320,HPC8C,198.1,198.2,96,12.48,39.33,14.37879,31.317854,14.973356,0.845719835466179,3028.64057701097,0.0,1.29,0.0,0.0,0.0,43,"",E1c1
1321,HPC8C,198.2,199.6,96,12.48,39.33,14.37879,31.317854,14.973356,0.845719835466179,3028.64057701097,0.0,1.29,0.0,0.0,0.0,44,"",E1b
1322,HPC8C,199.6,200.1,97,6.49,29.39,36.307662,27.39668,6.905658,1.11755748048337,2186.56917014223,0.0,1.48,0.0,0.0,0.0,44,"",E1b
1323,HPC8C,200.1,201.1,98,11.13,37.36,16.230024,33.10524,13.304736,1.35331157871048,3087.08697198155,0.0,1.3,0.0,0.0,0.0,44,"",E1b
1324,HPC8C,201.1,202.2,99,10.61,38.91,13.940738,32.25552,14.899851,1.09345564380803,3097.49330909498,0.0,1.26,0.0,0.0,0.0,45,"",E1a
1325,HPC8C,202.2,202.8,100,11.29,32.48,29.654784,28.216608,9.65536,0.650767669935746,2370.50686506595,0.0,1.41,0.0,0.0,0.0,45,"",E1a
1326,HPC8C,202.8,203.3,101,5.62,30.74,40.177726,23.09821,5.984064,1.08608603517694,1644.41497986862,0.0,1.5,0.0,0.0,0.0,45,"",E1a
1327,HPC8C,203.3,204.5,102,11.16,35.45,22.147105,29.789825,12.619525,0.526775664115263,2699.38014970734,0.0,1.34,0.0,0.0,0.0,45,"",E1a
1328,HPC8C,204.5,205.4,103,4.11,23.85,59.267545,14.613185,2.26927,0.578133277714047,571.860372823026,0.0,1.76,0.0,0.0,0.0,0.0,"",""
1329,HPC8C,205.4,206.0,104,7.98,34.96,26.848512,28.370448,9.82104,0.890571614866333,2406.62842860248,0.0,1.36,0.0,0.0,0.0,46,"",D2c
1330,HPC8C,206.0,206.7,105,5.56,29.18,46.358772,20.67944,3.781788,1.22232740364252,1194.98626429479,0.0,1.56,0.0,0.0,0.0,0.0,"",""
1331,HPC8C,206.7,208.0,106,9.55,33.97,25.626243,30.320976,10.082781,0.949021558872305,2630.80456384743,0.0,1.37,0.0,0.0,0.0,47,"",D2b
1332,HPC8C,208.0,208.3,107,10.92,34.02,23.944142,30.61472,11.421138,0.617729232150876,2699.469337674,0.0,1.37,0.0,0.0,0.0,47,"",D2b
1333,HPC8C,208.3,208.6,108,4.34,25.02,56.737366,15.235936,3.006698,0.571403094292285,775.870560108718,0.0,1.74,0.0,0.0,0.0,0.0,"",""
1334,HPC10C,51.1,51.4,1,7.49,33.2040337613533,46.743817173805,16.5720792238083,3.47339024440963,0.35595152347128,862.260759725348,0.0,1.59495859525505,0.0,0.0,0.0,0.0,"",""
1335,HPC10C,51.4,51.9,2,8.62,34.390254898788,36.4462134037233,21.2247525402421,7.93877915724665,0.313531007778477,1630.16307575506,0.0,1.48858727318792,0.0,0.0,6,4,I3b,I3b
1336,HPC10C,51.9,53.2,2,8.62,34.390254898788,36.4462134037233,21.2247525402421,7.93877915724665,0.313531007778477,1630.16307575506,0.0,1.48858727318792,0.0,0.0,0.0,0.0,"",""
1337,HPC10C,53.2,53.5,3,5.75,31.5506936715959,52.0625423933841,13.3065451502418,3.08021878477818,0.218079126836002,560.273368291755,0.0,1.66427779937042,0.0,0.0,0.0,0.0,"",""
1338,HPC10C,55.3,55.6,4,4.94,28.4904429727955,56.3423799817344,13.0361922460594,2.13813575511341,0.251645034891021,575.23593590956,0.0,1.69810423896503,0.0,0.0,0.0,0.0,"",""
1339,HPC10C,55.6,56.5,5,7.94,36.4292818300864,33.6416240555183,21.4869027414308,8.44219137296452,0.427931889605444,1724.49556384174,0.0,1.43289649863003,0.0,0.0,7,5,I3a,I3a
1340,HPC10C,56.5,58.6,5,7.94,36.4292818300864,33.6416240555183,21.4869027414308,8.44219137296452,0.427931889605444,1724.49556384174,0.0,1.43289649863003,0.0,0.0,0.0,0.0,"",""
1341,HPC10C,58.6,59.4,6,6.61,28.5442916979522,48.6470462120342,18.285515754494,4.52314633551963,0.463762007881328,1019.20217154755,0.0,1.60662320975809,0.0,0.0,0.0,0.0,"",""
1342,HPC10C,59.4,61.1,7,12.72,35.2197164023775,36.2899148713881,21.144284566264,7.34608415997039,0.616949073497384,1569.29643245455,0.0,1.5151432223645,0.0,0.0,0.0,0.0,"",""
1343,HPC10C,61.1,61.4,8,2.9,21.406026076391,69.0526654892829,7.33281776707272,2.20849066725341,0.12325736713787,230.15893169001,0.0,1.86419283453072,0.0,0.0,0.0,0.0,"",""
1344,HPC10C,63.1,63.4,9,5.56,27.3605375865931,52.7580415508574,16.2421837956378,3.63923706691168,0.316063192449356,840.584105179117,0.0,1.71783086077701,0.0,0.0,0.0,0.0,"",""
1345,HPC10C,63.4,65.9,10,6.63,31.0326073160527,47.3530118167982,16.8901144682987,4.72426639885039,0.376133401547817,981.365298488726,0.0,1.58384070359549,0.0,0.0,0.0,0.0,"",""
1346,HPC10C,65.9,66.3,10,6.63,31.0326073160527,47.3530118167982,16.8901144682987,4.72426639885039,0.376133401547817,981.365298488726,0.0,1.58384070359549,0.0,0.0,10,0.0,I2c,""
1347,HPC10C,66.3,67.0,10,6.63,31.0326073160527,47.3530118167982,16.8901144682987,4.72426639885039,0.376133401547817,981.365298488726,0.0,1.58384070359549,0.0,0.0,0.0,0.0,"",""
1348,HPC10C,67.0,67.3,11,4.61,25.3582263736833,61.2062543735797,10.6961661606512,2.73935309208582,0.179166861381882,453.298340971512,0.0,1.81984713086847,0.0,0.0,0.0,0.0,"",""
1349,HPC10C,67.9,68.2,12,5.36,27.8101105474642,56.1420770272371,13.124121902471,2.9236905228277,0.321688948423689,636.187130914696,0.0,1.71794522421234,0.0,0.0,0.0,0.0,"",""
1350,HPC10C,68.2,69.0,13,6.29,28.3406183422269,44.2353362973433,21.1466835272088,6.2845277713867,0.360950393022111,1465.79414296111,0.0,1.63631426587933,0.0,0.0,0.0,0.0,"",""
1351,HPC10C,69.0,71.5,13,6.29,28.3406183422269,44.2353362973433,21.1466835272088,6.2845277713867,0.360950393022111,1465.79414296111,0.0,1.63631426587933,0.0,0.0,11,0.0,I2b,""
1352,HPC10C,71.5,71.8,13,6.29,28.3406183422269,44.2353362973433,21.1466835272088,6.2845277713867,0.360950393022111,1465.79414296111,0.0,1.63631426587933,0.0,0.0,0.0,0.0,"",""
1353,HPC10C,71.8,72.8,13,6.29,28.3406183422269,44.2353362973433,21.1466835272088,6.2845277713867,0.360950393022111,1465.79414296111,0.0,1.63631426587933,0.0,0.0,12,0.0,I2a,""
1354,HPC10C,73.0,74.2,14,7.79,30.255563707579,46.9240567375409,18.0847323306248,4.72867278062615,0.333852041374165,1068.05575365107,0.0,1.60049317686491,0.0,0.0,12,0.0,I2a,""
1355,HPC10C,74.2,76.0,14,7.79,30.255563707579,46.9240567375409,18.0847323306248,4.72867278062615,0.333852041374165,1068.05575365107,0.0,1.60049317686491,0.0,0.0,0.0,0.0,"",""
1356,HPC10C,76.0,76.3,15,2.75,19.0167748416665,70.852223691026,9.02153128263835,1.10947018466917,0.0843308093756754,87.5293344947825,0.0,1.89920620680898,0.0,0.0,0.0,0.0,"",""
1357,HPC10C,123.9,124.2,16,4.33,14.9050597610039,71.6839776573303,11.3942124980016,2.01675008366421,0.169718465004733,435.664391122627,0.0,2.04261151472188,0.0,0.0,0.0,0.0,"",""
1358,HPC10C,124.2,127.6,17,7.63,31.6397809507593,43.0190858476872,18.9016005671151,6.43953263443848,0.508768173515114,1307.32535832298,0.0,1.58473036590058,0.0,0.0,0.0,0.0,"",""
1359,HPC10C,127.6,127.9,18,5.19,27.7827401339698,56.3727930514231,12.5730249426759,3.27144187193117,0.41389531342689,637.452711397994,0.0,1.70256505916635,0.0,0.0,0.0,0.0,"",""
1360,HPC10C,128.7,129.0,19,3.72,24.2173253386791,63.1875941326093,10.0563609275573,2.53871960115425,0.20306576896421,411.514563603626,0.0,1.80791089126502,0.0,0.0,0.0,0.0,"",""
1361,HPC10C,129.0,130.4,20,7.22,28.6755550454182,46.9742794470876,18.8867130239733,5.45632003902551,0.39472906607921,1193.95798607308,0.0,1.6303264978714,0.0,0.0,18,0.0,H3b,""
1362,HPC10C,130.4,131.2,21,5.88,25.376318377288,56.3334172569853,14.9993600061651,3.28344199139933,0.429839383286625,682.644151204672,0.0,1.75560297027627,0.0,0.0,0.0,0.0,"",""
1363,HPC10C,131.2,133.2,22,6.51,29.9225903594725,43.1466611156728,20.189301717436,6.74144680741874,0.386149089211832,1425.45951346017,0.0,1.58418529021501,0.0,0.0,0.0,0.0,"",""
1364,HPC10C,133.2,133.6,23,5.94,22.9027516552268,58.6864254400414,16.0053887563749,2.40543414835692,0.325970706934221,677.899236086502,0.0,1.82566587323591,0.0,0.0,0.0,0.0,"",""
1365,HPC10C,133.6,134.7,24,7.73,30.4925891439445,37.8120315056942,23.0695096631248,8.62586968723649,0.465399084220003,1804.99303297057,0.0,1.49510331384374,0.0,0.0,21,14,H3a1,H3a
1366,HPC10C,134.7,135.0,24,7.73,30.4925891439445,37.8120315056942,23.0695096631248,8.62586968723649,0.465399084220003,1804.99303297057,0.0,1.49510331384374,0.0,0.0,0.0,14,"",H3a
1367,HPC10C,135.0,136.0,24,7.73,30.4925891439445,37.8120315056942,23.0695096631248,8.62586968723649,0.465399084220003,1804.99303297057,0.0,1.49510331384374,0.0,0.0,0.0,15,"",H2b
1368,HPC10C,136.0,137.0,24,7.73,30.4925891439445,37.8120315056942,23.0695096631248,8.62586968723649,0.465399084220003,1804.99303297057,0.0,1.49510331384374,0.0,0.0,23,15,H2b,H2b
1369,HPC10C,137.0,137.2,24,7.73,30.4925891439445,37.8120315056942,23.0695096631248,8.62586968723649,0.465399084220003,1804.99303297057,0.0,1.49510331384374,0.0,0.0,0.0,15,"",H2b
1370,HPC10C,137.2,137.8,25,7.41,30.4557333641713,48.2011312052929,16.9201200724971,4.4230153580387,0.304292782613384,944.80006003394,0.0,1.61853199700881,0.0,0.0,0.0,0.0,"",""
1371,HPC10C,137.8,140.8,26,6.92,29.9577995694772,40.855615511124,22.1263311160022,7.0602538033967,0.474493015722717,1627.33736816764,0.0,1.5458038040206,0.0,0.0,0.0,0.0,"",""
1372,HPC10C,140.8,141.1,27,6.83,30.6176594732684,47.9501355380242,16.5754411518362,4.85676383687122,0.328607335024481,945.393033653497,0.0,1.60453513184293,0.0,0.0,0.0,0.0,"",""
1373,HPC10C,142.6,142.9,28,6.73,28.3433676212074,48.7336756808168,18.4085888581118,4.51436783986393,0.39900920544923,1061.84265834005,0.0,1.63681535579972,0.0,0.0,0.0,0.0,"",""
1374,HPC10C,142.9,143.8,29,9.64,30.2001192304427,38.8645736124895,22.9222808447226,8.01302631234518,0.584006240130682,1701.94757971605,0.0,1.52615855314718,0.0,0.0,24,16,H2a,H2a
1375,HPC10C,143.8,144.2,30,6.77,22.4361460977899,54.4265562831808,18.072377959215,5.06491965981432,0.430058000205196,980.941898750176,0.0,1.80709253196137,0.0,0.0,0.0,16,"",H2a
1376,HPC10C,144.2,145.6,31,9.42,34.1093800766638,36.5034034375283,20.9861624455826,8.40105404022537,0.4282672065982,1661.50857975816,0.0,1.51608246164873,0.0,0.0,0.0,16,"",H2a
1377,HPC10C,145.6,145.9,32,6.37,29.5247447924524,52.9621542884721,13.9893381586982,3.53081028589814,0.272830991723591,658.771644352325,0.0,1.68440824726264,0.0,0.0,0.0,0.0,"",""
1378,HPC10C,146.3,146.6,33,6.9,28.5584615608337,50.816366291779,16.7458966101406,3.87927553724673,0.341146774907628,878.723249167111,0.0,1.70368981412481,0.0,0.0,0.0,0.0,"",""
1379,HPC10C,146.6,147.0,34,9.12,30.0500678719208,38.5424126025716,22.5658481045183,8.8416714209892,0.438495558245672,1788.07204915734,0.0,1.52334777581023,0.0,0.0,0.0,17,"",H1
1380,HPC10C,147.0,148.5,34,9.12,30.0500678719208,38.5424126025716,22.5658481045183,8.8416714209892,0.438495558245672,1788.07204915734,0.0,1.52334777581023,0.0,0.0,25,17,H1,H1
1381,HPC10C,148.5,149.2,34,9.12,30.0500678719208,38.5424126025716,22.5658481045183,8.8416714209892,0.438495558245672,1788.07204915734,0.0,1.52334777581023,0.0,0.0,0.0,17,"",H1
1382,HPC10C,149.2,149.5,35,6.56,24.2995296822606,56.2303093520168,15.7078475909309,3.76231337479165,0.2758319684191,722.25896504611,0.0,1.79342156428224,0.0,0.0,0.0,0.0,"",""
1383,HPC10C,150.7,151.0,36,6.77,29.9121813295065,51.1851339750614,16.2113124584851,2.69137223694695,0.275840635273812,650.933380084824,0.0,1.68695651552202,0.0,0.0,0.0,0.0,"",""
1384,HPC10C,151.0,151.4,37,12.18,36.9567086740889,32.3664257667228,21.3716757594839,9.30518979970448,0.50813668107644,1745.06874156408,0.0,1.45300374958063,0.0,0.0,27,18,G3c,G3c
1385,HPC10C,151.4,153.0,38,12.52,39.8564555883288,14.2239482533602,27.8765328348096,18.0370489690602,0.508415078788647,2919.48507278168,0.0,1.25444378605264,0.0,0.0,27,18,G3c,G3c
1386,HPC10C,153.3,155.8,39,13.57,37.3493560418791,16.9845895770466,28.2805006826958,17.3855536983786,0.466715765577643,2917.52081284463,0.0,1.27924609884416,0.0,0.0,28,19,G3b,G3b
1387,HPC10C,155.8,156.4,40,8.38,34.7442472236938,38.5596243155193,19.4657910531721,7.22381183233709,0.473285829729922,1452.81299760452,0.0,1.5047744831418,0.0,0.0,0.0,0.0,"",""
1388,HPC10C,156.4,158.2,41,12.81,40.8495571164872,17.3902302077528,26.0616851344758,15.6985275412843,0.44774965366577,2649.55179148153,0.0,1.28615251534534,0.0,0.0,30,20,G3a2,G3a2
1389,HPC10C,158.2,158.4,42,10.67,39.5668094431182,23.1761285785642,24.4452255802587,12.8057930790033,0.480874467477188,2299.86411755803,0.0,1.32246997977766,0.0,0.0,30,20,G3a2,G3a2
1390,HPC10C,158.4,158.7,42,10.67,39.5668094431182,23.1761285785642,24.4452255802587,12.8057930790033,0.480874467477188,2299.86411755803,0.0,1.32246997977766,0.0,0.0,0.0,0.0,"",""
1391,HPC10C,158.7,161.0,42,10.67,39.5668094431182,23.1761285785642,24.4452255802587,12.8057930790033,0.480874467477188,2299.86411755803,0.0,1.32246997977766,0.0,0.0,31,21,G3a1,G3a1
1392,HPC10C,161.0,161.5,43,5.38,30.6006569872235,54.013508666844,13.0401365521007,2.34569779383185,0.218532384809308,534.492293712457,0.0,1.70087400708094,0.0,0.0,0.0,0.0,"",""
1393,HPC10C,161.5,163.0,44,12.8,38.1820091262768,22.099931737356,26.1613737377596,13.5628671976949,0.446032400436014,2421.75523857379,0.0,1.3514074162916,0.0,0.0,0.0,23,"",G2b2
1394,HPC10C,163.0,165.6,44,12.8,38.1820091262768,22.099931737356,26.1613737377596,13.5628671976949,0.446032400436014,2421.75523857379,0.0,1.3514074162916,0.0,0.0,0.0,24,"",G2b1
1395,HPC10C,165.6,166.0,45,11.02,35.2422112703205,31.3751486395297,24.5820566017863,8.80058348836344,0.387178507576865,1882.57543738605,0.0,1.43138664967738,0.0,0.0,0.0,24,"",G2b1
1396,HPC10C,166.0,166.2,46,9.78,35.9803193762233,25.7615194830078,25.070106932271,13.188054208498,0.496979203263961,2312.69144866542,0.0,1.3877921088788,0.0,0.0,0.0,24,"",G2b1
1397,HPC10C,166.2,168.2,46,9.78,35.9803193762233,25.7615194830078,25.070106932271,13.188054208498,0.496979203263961,2312.69144866542,0.0,1.3877921088788,0.0,0.0,0.0,25,"",G2a
1398,HPC10C,168.2,169.0,47,7.21,26.972023135472,46.5845464418824,20.5573754873646,5.8787521375945,0.376000818482899,1309.40366665147,0.0,1.62860245838964,0.0,0.0,0.0,0.0,"",""
1399,HPC10C,169.0,170.0,48,8.91,32.1469713029538,34.5100503953177,23.0971709684745,10.2525926361237,0.457629906466466,1898.81959514056,0.0,1.48649666701545,0.0,0.0,0.0,26,"",G1b
1400,HPC10C,170.0,171.0,49,13.62,37.1876011783279,20.9542162469098,26.2493014675768,15.6088811071855,0.52928790060568,2538.66657376978,0.0,1.3406323829157,0.0,0.0,0.0,26,"",G1b
1401,HPC10C,171.0,172.6,50,10.6,35.3889188765122,28.2285813428518,24.4940608539142,11.8884389267218,0.481092375519822,2167.68731731245,0.0,1.37896196404188,0.0,0.0,0.0,27,"",G1a
1402,HPC10C,172.6,175.0,51,8.55,30.740615130215,35.7101388388611,23.2365236238129,10.312722407111,0.450613902719228,1982.40883601534,0.0,1.50433151296529,0.0,0.0,0.0,27,"",G1a
1403,HPC10C,175.0,176.6,52,6.0,28.5883892769386,51.0093135394828,15.7891071308689,4.61319005270977,0.262232550950918,856.719016260676,0.0,1.68946380624079,0.0,0.0,0.0,0.0,"",""
1404,HPC10C,176.6,177.4,53,12.47,37.4499072993743,22.7056836503271,25.6267729794463,14.2238910801223,0.411860167109318,2453.29567285452,0.0,1.34518686292805,0.0,0.0,0.0,28,"",F2c2
1405,HPC10C,177.4,178.5,54,11.6,36.5508229367931,19.6375203010625,28.1397100275322,15.6719467346121,0.597448648140755,2819.23211664319,0.0,1.34326051218072,0.0,0.0,0.0,29,"",F2c1
1406,HPC10C,178.5,179.2,54,11.6,36.5508229367931,19.6375203010625,28.1397100275322,15.6719467346121,0.597448648140755,2819.23211664319,0.0,1.34326051218072,0.0,0.0,0.0,30,"",F2b
1407,HPC10C,179.2,180.4,55,12.73,35.2789931266614,22.5682150967332,27.4287627129209,14.7240290636845,0.409046849444926,2590.27901394276,0.0,1.36804926559283,0.0,0.0,0.0,30,"",F2b
1408,HPC10C,180.4,180.8,56,12.52,35.2194397012984,30.4922097325989,23.897548694191,10.3972799279416,0.377160893590932,2038.62527532598,0.0,1.43880423447681,0.0,0.0,0.0,30,"",F2b
1409,HPC10C,180.8,183.0,57,12.65,38.5365524846967,14.7819591274304,28.3285029598033,18.3529854280696,0.445963576425004,2954.72770352417,0.0,1.29337166548546,0.0,0.0,0.0,31,"",F2a2
1410,HPC10C,183.0,183.6,58,16.15,35.1128967709772,12.8476464393465,30.8278627441088,21.2115940455676,0.484954679207681,3342.64925628895,0.0,1.25926540155508,0.0,0.0,0.0,31,"",F2a2
1411,HPC10C,183.6,185.0,58,16.15,35.1128967709772,12.8476464393465,30.8278627441088,21.2115940455676,0.484954679207681,3342.64925628895,0.0,1.25926540155508,0.0,0.0,0.0,32,"",F2a1
1412,HPC10C,185.0,185.5,59,14.18,38.4945208156459,9.23812297348998,29.947017814862,22.3203383960021,0.504578566997722,3384.62888918655,0.0,1.2193107537296,0.0,0.0,0.0,32,"",F2a1
1413,HPC10C,185.5,187.6,59,14.18,38.4945208156459,9.23812297348998,29.947017814862,22.3203383960021,0.504578566997722,3384.62888918655,0.0,1.2193107537296,0.0,0.0,0.0,33,"",F1b
1414,HPC10C,187.6,188.0,60,18.9,41.7350883513815,6.57228203396417,28.4041444287015,23.2884851859528,0.40628819772536,3313.87971289766,0.0,1.21315888257847,0.0,0.0,0.0,33,"",F1b
1415,HPC10C,188.0,190.6,60,18.9,41.7350883513815,6.57228203396417,28.4041444287015,23.2884851859528,0.40628819772536,3313.87971289766,0.0,1.21315888257847,0.0,0.0,0.0,34,"",F1a
